Nome_Serie,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT,Motivo_Scarto,target_month
EMSR789_5_17MNU_x589135_y9877775,2024-12-29T23:45:47.635849Z,2025-01-29T23:37:34.384829Z,2025-03-06T23:37:33.765173Z,2025-03-20T11:01:38.342107Z,-1.1172287141163857,-80.1873821079204,EPSG:32717,2024-12-04T15:52:19.024000Z,2025-01-23T15:52:19.024000Z,2025-03-04T15:52:19.024000Z,2025-03-24T15:52:19.024000Z,-1.1172287141163857,-80.1873821079204,17MNU,EPSG:32717,< 2015,5
EMSR789_5_17MNU_x594255_y9880335,2024-12-29T23:45:47.635849Z,2025-01-29T23:37:34.384829Z,2025-03-06T23:37:33.765173Z,2025-03-20T11:01:38.342107Z,-1.0940571238554746,-80.14137285245224,EPSG:32717,2024-12-04T15:52:19.024000Z,2025-01-23T15:52:19.024000Z,2025-03-04T15:52:19.024000Z,2025-03-24T15:52:19.024000Z,-1.0940571238554746,-80.14137285245224,17MNU,EPSG:32717,< 2015,5
EMSR789_6_17MPR_x643965_y9596775,2025-01-05T23:36:46.135872Z,2025-01-29T23:36:44.383697Z,2025-03-08T11:02:03.067903Z,2025-04-11T23:36:43.946123Z,-3.658631428669224,-79.69223045010851,EPSG:32717,2024-12-01T15:36:29.024000Z,2025-01-20T15:36:29.024000Z,2025-03-06T15:36:51.025000Z,2025-04-07T15:40:01.024000Z,-3.658631428669224,-79.69223045010851,17MPR,EPSG:32717,< 2015,7
EMSR789_6_17MPR_x641405_y9594215,2025-01-05T23:36:46.135872Z,2025-01-29T23:36:44.383697Z,2025-03-08T11:02:03.067903Z,2025-04-11T23:36:43.946123Z,-3.681819170528189,-79.71524416714357,EPSG:32717,2024-12-01T15:36:29.024000Z,2025-01-20T15:36:29.024000Z,2025-03-06T15:36:51.025000Z,2025-04-07T15:40:01.024000Z,-3.681819170528189,-79.71524416714357,17MPR,EPSG:32717,< 2015,1
EMSR793_1_37LFD_x644115_y8366285,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:34.835252Z,2025-03-20T02:51:35.225157Z,2025-04-01T02:51:35.598614Z,-14.78505673636145,40.35092143588507,EPSG:32737,2025-01-16T07:21:39.024000Z,2025-02-10T07:21:01.025000Z,2025-03-12T07:17:31.025000Z,2025-04-11T07:16:41.025000Z,-14.78505673636145,40.35092143588507,37LFD,EPSG:32737,< 2015,4
EMSR793_2_37LFC_x659475_y8287685,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.49456521884964,40.49859774412135,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,< 2015,2
EMSR774_1_15QTA_x205445_y2047655,2024-09-26T00:32:13.736582Z,2024-10-20T00:32:14.415783Z,2024-11-10T12:18:18.421784Z,2024-11-25T00:32:12.998240Z,18.487525474786185,-95.77724211380354,EPSG:32615,2024-09-26T16:39:49.024000Z,2024-10-24T16:53:51.024000Z,2024-10-29T16:53:29.024000Z,2024-11-28T16:55:49.024000Z,18.487525474786185,-95.77724211380354,15QTA,EPSG:32615,< 2015,6
EMSR774_1_15QTV_x242025_y1979055,2024-08-30T12:18:46.124867Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.872809696251412,-95.42251959243212,EPSG:32614,2024-08-07T16:38:39.024000Z,2024-10-11T16:42:21.024000Z,2024-10-29T16:53:29.024000Z,2024-11-05T16:43:59.024000Z,17.872809696251412,-95.42251959243212,15QTV,EPSG:32615,< 2015,5
EMSR774_1_15QTV_x247145_y1981615,2024-08-30T12:18:46.124867Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.896523285303857,-95.37453952199952,EPSG:32614,2024-08-07T16:38:39.024000Z,2024-10-11T16:42:21.024000Z,2024-10-29T16:53:29.024000Z,2024-11-05T16:43:59.024000Z,17.896523285303857,-95.37453952199952,15QTV,EPSG:32615,< 2015,1
EMSR774_1_15QTV_x254825_y1979055,2024-08-30T12:18:46.124867Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.87427323881606,-95.30179725618716,EPSG:32614,2024-08-07T16:38:39.024000Z,2024-10-11T16:42:21.024000Z,2024-10-29T16:53:29.024000Z,2024-11-05T16:43:59.024000Z,17.87427323881606,-95.30179725618716,15QTV,EPSG:32615,< 2015,12
EMSR774_2_15QTA_x281245_y1996225,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.032151930533846,-95.05437499046192,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.032151930533846,-95.05437499046192,15QTA,EPSG:32615,< 2015,6
EMSR774_2_15QTA_x283805_y2039745,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.425510622114142,-95.03477058644336,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.425510622114142,-95.03477058644336,15QTA,EPSG:32615,< 2015,4
EMSR774_2_15QTA_x288925_y2026945,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.310403466319656,-94.98499536230304,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.310403466319656,-94.98499536230304,15QTA,EPSG:32615,< 2015,4
EMSR774_2_15QTA_x288925_y2037185,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.402899834362948,-94.9860529643432,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.402899834362948,-94.9860529643432,15QTA,EPSG:32615,< 2015,1
EMSR774_2_15QTA_x288925_y2039745,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.426023776857967,-94.98631834541212,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.426023776857967,-94.98631834541212,15QTA,EPSG:32615,< 2015,4
EMSR774_2_15QTA_x291485_y2024385,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.28752914382089,-94.9605245478098,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.28752914382089,-94.9605245478098,15QTA,EPSG:32615,< 2015,5
EMSR774_2_15QTA_x291485_y2037185,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.403151442871632,-94.96182948408192,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.403151442871632,-94.96182948408192,15QTA,EPSG:32615,< 2015,12
EMSR774_2_15QTA_x294045_y2034625,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,18.38027529364405,-94.93734708162307,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.38027529364405,-94.93734708162307,15QTA,EPSG:32615,< 2015,7
EMSR774_2_15QTV_x275575_y1937435,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.500541995733915,-95.10169359501138,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.500541995733915,-95.10169359501138,15QTV,EPSG:32615,< 2015,5
EMSR774_2_15QTV_x280695_y1939995,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.524171662968087,-95.0537548556264,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.524171662968087,-95.0537548556264,15QTV,EPSG:32615,< 2015,1
EMSR774_2_15QTV_x285815_y1965595,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.755920180404498,-95.00810947359987,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.755920180404498,-95.00810947359987,15QTV,EPSG:32615,< 2015,5
EMSR774_2_15QTV_x293495_y1914395,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.29411282026275,-94.93080435234556,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.29411282026275,-94.93080435234556,15QTV,EPSG:32615,< 2015,4
EMSR774_2_15QTV_x293495_y1916955,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.317240152969696,-94.9310458078053,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.317240152969696,-94.9310458078053,15QTV,EPSG:32615,< 2015,6
EMSR774_2_15QTV_x293495_y1968155,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.779774836008354,-94.93595359758504,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.779774836008354,-94.93595359758504,15QTV,EPSG:32615,< 2015,9
EMSR774_2_15QTV_x296055_y1922075,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.363725963304724,-94.90744610800304,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.363725963304724,-94.90744610800304,15QTV,EPSG:32615,< 2015,2
EMSR774_2_15QUA_x300205_y2003695,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-17T12:10:27.502332Z,18.1014526617315,-94.87606408446872,EPSG:32615,2024-08-12T16:39:01.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.1014526617315,-94.87606408446872,15QUA,EPSG:32615,< 2015,7
EMSR774_2_15QTV_x296055_y1978395,2024-08-28T00:24:10.297562Z,2024-10-08T00:32:14.722438Z,2024-11-01T00:32:11.576689Z,2024-11-13T00:32:13.596598Z,17.872517539558388,-94.91280197576958,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-09-26T16:39:49.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.872517539558388,-94.91280197576958,15QTV,EPSG:32615,< 2015,3
EMSR774_2_15QUA_x300205_y2042095,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-17T12:10:27.502332Z,18.44833909058385,-94.87979737888514,EPSG:32615,2024-08-12T16:39:01.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.44833909058385,-94.87979737888514,15QUA,EPSG:32615,< 2015,8
EMSR774_2_15QUA_x302765_y2042095,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-17T12:10:27.502332Z,18.44857772573901,-94.85556602173324,EPSG:32615,2024-08-12T16:39:01.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.44857772573901,-94.85556602173324,15QUA,EPSG:32615,< 2015,2
EMSR774_2_15QUA_x305325_y2039535,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-17T12:10:27.502332Z,18.425687285834137,-94.83108929125504,EPSG:32615,2024-08-12T16:39:01.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.425687285834137,-94.83108929125504,15QUA,EPSG:32615,< 2015,8
EMSR774_2_15QUA_x320685_y2001135,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-17T12:10:27.502332Z,18.080109887144296,-94.68236715940331,EPSG:32615,2024-08-12T16:39:01.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.080109887144296,-94.68236715940331,15QUA,EPSG:32615,< 2015,2
EMSR774_2_15QUA_x336045_y1993455,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-17T12:10:27.502332Z,18.011929035617207,-94.53666194386628,EPSG:32615,2024-08-12T16:39:01.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.011929035617207,-94.53666194386628,15QUA,EPSG:32615,< 2015,5
EMSR774_2_15QUA_x336045_y1998575,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-17T12:10:27.502332Z,18.058189964852208,-94.53706361803394,EPSG:32615,2024-08-12T16:39:01.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,18.058189964852208,-94.53706361803394,15QUA,EPSG:32615,< 2015,8
EMSR774_2_15QUV_x299995_y1928195,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.41936655396177,-94.87094119878772,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.41936655396177,-94.87094119878772,15QUV,EPSG:32615,< 2015,2
EMSR774_2_15QUV_x299995_y1925635,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.396238647297285,-94.87070578788877,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.396238647297285,-94.87070578788877,15QUV,EPSG:32615,< 2015,1
EMSR774_2_15QUV_x299995_y1935875,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.48874993363737,-94.8716496068042,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.48874993363737,-94.8716496068042,15QUV,EPSG:32615,< 2015,9
EMSR774_2_15QUV_x299995_y1989635,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.97441915749748,-94.87670027726158,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.97441915749748,-94.87670027726158,15QUV,EPSG:32615,< 2015,12
EMSR774_2_15QUV_x302555_y1902595,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.188306495723584,-94.8445415378246,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.188306495723584,-94.8445415378246,15QUV,EPSG:32615,< 2015,8
EMSR774_2_15QUV_x302555_y1946115,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.58148724249852,-94.8484860262478,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.58148724249852,-94.8484860262478,15QUV,EPSG:32615,< 2015,6
EMSR774_2_15QUV_x302555_y1925635,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.396463043027683,-94.84661692725356,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.396463043027683,-94.84661692725356,15QUV,EPSG:32615,< 2015,4
EMSR774_2_15QUV_x305115_y1961475,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.720478873577314,-94.82577090631496,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.720478873577314,-94.82577090631496,15QUV,EPSG:32615,< 2015,4
EMSR774_2_15QUV_x307675_y1905155,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.211870337763138,-94.7966400262275,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.211870337763138,-94.7966400262275,15QUV,EPSG:32615,< 2015,4
EMSR774_2_15QUV_x307675_y1910275,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.258128869907345,-94.79708747046269,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.258128869907345,-94.79708747046269,15QUV,EPSG:32615,< 2015,6
EMSR774_2_15QUV_x307675_y1956355,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.67444551879405,-94.80117712637,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.67444551879405,-94.80117712637,15QUV,EPSG:32615,< 2015,4
EMSR774_2_15QUV_x307675_y1974275,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.836341455966025,-94.80279816838626,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.836341455966025,-94.80279816838626,15QUV,EPSG:32615,< 2015,4
EMSR774_2_15QUV_x307675_y1951235,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.628189021135615,-94.80071713095496,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.628189021135615,-94.80071713095496,15QUV,EPSG:32615,< 2015,6
EMSR774_2_15QUV_x310235_y1910275,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.258342725840023,-94.77301561996696,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.258342725840023,-94.77301561996696,15QUV,EPSG:32615,< 2015,5
EMSR774_2_15QUV_x310235_y1953795,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.651536333992947,-94.7768234721228,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.651536333992947,-94.7768234721228,15QUV,EPSG:32615,< 2015,8
EMSR774_2_15QUV_x312795_y1910275,2024-08-28T00:24:10.297562Z,2024-10-24T12:10:27.480320Z,2024-11-05T12:10:24.909478Z,2024-11-29T12:10:26.634652Z,17.258553701265416,-94.74894342709652,EPSG:32615,2024-08-07T16:38:39.024000Z,2024-10-16T16:42:09.024000Z,2024-10-31T16:44:31.024000Z,2024-11-05T16:43:59.024000Z,17.258553701265416,-94.74894342709652,15QUV,EPSG:32615,< 2015,4
