Nome_Serie,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT,Data_1_SAR,ID_1_SAR,Data_1_OPT,ID_1_OPT,Data_2_SAR,ID_2_SAR,Data_2_OPT,ID_2_OPT,Data_3_SAR,ID_3_SAR,Data_3_OPT,ID_3_OPT,Data_4_SAR,ID_4_SAR,Data_4_OPT,ID_4_OPT,Anni_Offset
EMSR793_2_37LED_x599065_y8303565,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.354114474818614,39.93485090313517,EPSG:32737,2025-01-11T07:22:51.024000Z,2025-02-15T07:19:09.024000Z,2025-03-14T07:34:31.024000Z,2025-03-24T07:23:21.024000Z,-15.354114474818614,39.93485090313517,37LED,EPSG:32737,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LED,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LED,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-08,COPERNICUS/S2_SR_HARMONIZED/20210308T071739_20210308T073656_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-03-28,COPERNICUS/S2_SR_HARMONIZED/20210328T071619_20210328T073750_T37LED,4
EMSR793_2_37LEC_x604125_y8296605,2025-01-19T02:52:01.179606Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.416827364472956,39.98228416959336,EPSG:32737,2025-01-19T02:52:01.179606Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LEC,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LEC,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-18,COPERNICUS/S2_SR_HARMONIZED/20210318T071619_20210318T074112_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-04-12,COPERNICUS/S2_SR_HARMONIZED/20210412T071611_20210412T073645_T37LED,4
EMSR793_2_37LEC_x606685_y8299165,2025-01-19T02:52:01.179606Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.393579481304158,40.00602841603161,EPSG:32737,2025-01-19T02:52:01.179606Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LEC,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LFC,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-18,COPERNICUS/S2_SR_HARMONIZED/20210318T071619_20210318T074112_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-04-12,COPERNICUS/S2_SR_HARMONIZED/20210412T071611_20210412T073645_T37LEC,4
EMSR793_2_37LED_x596505_y8308685,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.307929337808355,39.910801514341806,EPSG:32737,2025-01-11T07:22:51.024000Z,2025-02-15T07:19:09.024000Z,2025-03-14T07:34:31.024000Z,2025-03-24T07:23:21.024000Z,-15.307929337808355,39.910801514341806,37LED,EPSG:32737,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LED,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LED,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-08,COPERNICUS/S2_SR_HARMONIZED/20210308T071739_20210308T073656_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-03-28,COPERNICUS/S2_SR_HARMONIZED/20210328T071619_20210328T073750_T37LED,4
EMSR793_2_37LED_x599065_y8311245,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.284689095087032,39.93454255884143,EPSG:32737,2025-01-11T07:22:51.024000Z,2025-02-15T07:19:09.024000Z,2025-03-14T07:34:31.024000Z,2025-03-24T07:23:21.024000Z,-15.284689095087032,39.93454255884143,37LED,EPSG:32737,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LED,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LED,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-13,COPERNICUS/S2_SR_HARMONIZED/20210313T071701_20210313T073649_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-03-28,COPERNICUS/S2_SR_HARMONIZED/20210328T071619_20210328T073750_T37LED,4
EMSR793_2_37LED_x599065_y8308685,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.307830936847983,39.934645166139575,EPSG:32737,2025-01-11T07:22:51.024000Z,2025-02-15T07:19:09.024000Z,2025-03-14T07:34:31.024000Z,2025-03-24T07:23:21.024000Z,-15.307830936847983,39.934645166139575,37LED,EPSG:32737,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-07,COPERNICUS/S2_SR_HARMONIZED/20210107T072259_20210107T073543_T37LED,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LED,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-08,COPERNICUS/S2_SR_HARMONIZED/20210308T071739_20210308T073656_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-03-28,COPERNICUS/S2_SR_HARMONIZED/20210328T071619_20210328T073750_T37LED,4
EMSR793_2_37LED_x601625_y8301005,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.37715474842086,39.95880538722174,EPSG:32737,2025-01-11T07:22:51.024000Z,2025-02-15T07:19:09.024000Z,2025-03-14T07:34:31.024000Z,2025-03-24T07:23:21.024000Z,-15.37715474842086,39.95880538722174,37LED,EPSG:32737,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LED,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LED,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-13,COPERNICUS/S2_SR_HARMONIZED/20210313T071701_20210313T073649_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-03-28,COPERNICUS/S2_SR_HARMONIZED/20210328T071619_20210328T073750_T37LED,4
EMSR793_2_37LFC_x613395_y8280005,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.566480186736516,40.06943761613508,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2024-01-25,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240125T025143_20240125T025208_052257_065153_FD7F,2024-02-06,COPERNICUS/S2_SR_HARMONIZED/20240206T072101_20240206T074222_T37LFC,2024-02-18,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240218T025143_20240218T025208_052607_065D25_790D,2024-02-26,COPERNICUS/S2_SR_HARMONIZED/20240226T071851_20240226T074226_T37LFC,2024-03-13,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240313T025143_20240313T025208_052957_066918_8AED,2024-03-12,COPERNICUS/S2_SR_HARMONIZED/20240312T071659_20240312T073412_T37LFC,2024-04-06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240406T025144_20240406T025209_053307_067668_0985,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFC,1
EMSR793_2_37LFC_x608275_y8297925,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.404720927990702,40.02089787336495,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2021-01-22,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210122T025048_20210122T025113_025261_030207_A0E6,2021-02-01,COPERNICUS/S2_SR_HARMONIZED/20210201T072131_20210201T074012_T37LFC,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LFC,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-18,COPERNICUS/S2_SR_HARMONIZED/20210318T071619_20210318T074112_T37LFD,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-04-12,COPERNICUS/S2_SR_HARMONIZED/20210412T071611_20210412T073645_T37LFD,4
EMSR793_2_37LED_x606745_y8306125,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.330661784798687,40.006285703463696,EPSG:32737,2025-01-11T07:22:51.024000Z,2025-02-15T07:19:09.024000Z,2025-03-14T07:34:31.024000Z,2025-03-24T07:23:21.024000Z,-15.330661784798687,40.006285703463696,37LED,EPSG:32737,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LED,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LED,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-13,COPERNICUS/S2_SR_HARMONIZED/20210313T071701_20210313T073649_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-03-28,COPERNICUS/S2_SR_HARMONIZED/20210328T071619_20210328T073750_T37LED,4
EMSR793_2_37LFC_x610835_y8290245,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.474032420480238,40.04509926840033,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2021-01-22,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210122T025048_20210122T025113_025261_030207_A0E6,2021-02-01,COPERNICUS/S2_SR_HARMONIZED/20210201T072131_20210201T074012_T37LFC,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LFC,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-18,COPERNICUS/S2_SR_HARMONIZED/20210318T071619_20210318T074112_T37LFC,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-04-12,COPERNICUS/S2_SR_HARMONIZED/20210412T071611_20210412T073645_T37LFC,4
EMSR793_2_37LFC_x610835_y8297925,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.404610108174866,40.0447517330937,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2021-01-22,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210122T025048_20210122T025113_025261_030207_A0E6,2021-02-01,COPERNICUS/S2_SR_HARMONIZED/20210201T072131_20210201T074012_T37LFC,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LFC,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-18,COPERNICUS/S2_SR_HARMONIZED/20210318T071619_20210318T074112_T37LFD,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-04-12,COPERNICUS/S2_SR_HARMONIZED/20210412T071611_20210412T073645_T37LFD,4
EMSR793_2_37LFC_x615955_y8280005,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.566362971655751,40.09330964944037,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2024-01-25,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240125T025143_20240125T025208_052257_065153_FD7F,2024-02-06,COPERNICUS/S2_SR_HARMONIZED/20240206T072101_20240206T074222_T37LFC,2024-02-18,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240218T025143_20240218T025208_052607_065D25_790D,2024-02-26,COPERNICUS/S2_SR_HARMONIZED/20240226T071851_20240226T074226_T37LFC,2024-03-13,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240313T025143_20240313T025208_052957_066918_8AED,2024-03-12,COPERNICUS/S2_SR_HARMONIZED/20240312T071659_20240312T073412_T37LFC,2024-04-06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240406T025144_20240406T025209_053307_067668_0985,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFC,1
EMSR793_2_37LFC_x610835_y8295365,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.42775092796932,40.04486738312168,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2021-01-22,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210122T025048_20210122T025113_025261_030207_A0E6,2021-02-01,COPERNICUS/S2_SR_HARMONIZED/20210201T072131_20210201T074012_T37LFC,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LFC,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-18,COPERNICUS/S2_SR_HARMONIZED/20210318T071619_20210318T074112_T37LFD,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-04-12,COPERNICUS/S2_SR_HARMONIZED/20210412T071611_20210412T073645_T37LFD,4
EMSR793_2_37LFC_x613395_y8295365,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.427637371268313,40.06872368721035,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2021-01-22,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210122T025048_20210122T025113_025261_030207_A0E6,2021-02-01,COPERNICUS/S2_SR_HARMONIZED/20210201T072131_20210201T074012_T37LFC,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LFC,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-18,COPERNICUS/S2_SR_HARMONIZED/20210318T071619_20210318T074112_T37LFD,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-04-12,COPERNICUS/S2_SR_HARMONIZED/20210412T071611_20210412T073645_T37LFD,4
EMSR793_2_37LED_x601625_y8306125,2025-01-19T02:51:36.179224Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.330871627444164,39.9585940462974,EPSG:32737,2025-01-11T07:22:51.024000Z,2025-02-15T07:19:09.024000Z,2025-03-14T07:34:31.024000Z,2025-03-24T07:23:21.024000Z,-15.330871627444164,39.9585940462974,37LED,EPSG:32737,2021-01-16,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210116T025127_20210116T025152_036157_043D45_B4A0,2021-01-17,COPERNICUS/S2_SR_HARMONIZED/20210117T072229_20210117T074100_T37LED,2021-02-21,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210221T025126_20210221T025151_036682_044F8C_351A,2021-02-26,COPERNICUS/S2_SR_HARMONIZED/20210226T071849_20210226T074121_T37LED,2021-03-17,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20210317T025126_20210317T025151_037032_045BBB_13D8,2021-03-08,COPERNICUS/S2_SR_HARMONIZED/20210308T071739_20210308T073656_T37LED,2021-04-04,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210404T025048_20210404T025113_026311_0323ED_4A07,2021-03-28,COPERNICUS/S2_SR_HARMONIZED/20210328T071619_20210328T073750_T37LED,4
EMSR793_2_37LFC_x615955_y8297925,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.404380793528368,40.09245886328748,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2024-01-25,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240125T025143_20240125T025208_052257_065153_FD7F,2024-02-01,COPERNICUS/S2_SR_HARMONIZED/20240201T072129_20240201T073955_T37LFC,2024-02-18,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240218T025143_20240218T025208_052607_065D25_790D,2024-02-26,COPERNICUS/S2_SR_HARMONIZED/20240226T071851_20240226T074226_T37LFD,2024-03-13,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240313T025143_20240313T025208_052957_066918_8AED,2024-03-22,COPERNICUS/S2_SR_HARMONIZED/20240322T071619_20240322T074302_T37LFC,2024-04-06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240406T025144_20240406T025209_053307_067668_0985,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFC,1
EMSR793_2_37LFC_x615955_y8290245,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.473802022428762,40.09282226078026,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2022-01-23,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20220123T025133_20220123T025158_041582_04F22A_A95A,2022-02-01,COPERNICUS/S2_SR_HARMONIZED/20220201T072119_20220201T074226_T37LFC,2022-02-28,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20220228T025132_20220228T025157_042107_050441_96F2,2022-03-03,COPERNICUS/S2_SR_HARMONIZED/20220303T071809_20220303T074129_T37LFC,2022-03-24,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20220324T025132_20220324T025157_042457_051027_DBB4,2022-03-18,COPERNICUS/S2_SR_HARMONIZED/20220318T071631_20220318T074200_T37LFC,2022-04-05,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20220405T025132_20220405T025157_042632_051616_09D2,2022-04-07,COPERNICUS/S2_SR_HARMONIZED/20220407T071621_20220407T073651_T37LFC,3
EMSR793_2_37LFC_x618515_y8274885,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.612522974443776,40.11743174461114,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2024-01-25,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240125T025143_20240125T025208_052257_065153_FD7F,2024-02-06,COPERNICUS/S2_SR_HARMONIZED/20240206T072101_20240206T074222_T37LFC,2024-02-18,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240218T025143_20240218T025208_052607_065D25_790D,2024-02-26,COPERNICUS/S2_SR_HARMONIZED/20240226T071851_20240226T074226_T37LFC,2024-03-13,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240313T025143_20240313T025208_052957_066918_8AED,2024-03-12,COPERNICUS/S2_SR_HARMONIZED/20240312T071659_20240312T073412_T37LFC,2024-04-06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240406T025144_20240406T025209_053307_067668_0985,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFC,1
EMSR793_2_37LFC_x615955_y8295365,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,-15.427521252264874,40.09257979180812,EPSG:32737,2025-01-31T02:52:00.366969Z,2025-02-24T02:51:59.835038Z,2025-03-20T02:52:00.225030Z,2025-04-01T02:52:00.599086Z,,,,,2024-01-25,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240125T025143_20240125T025208_052257_065153_FD7F,2024-02-01,COPERNICUS/S2_SR_HARMONIZED/20240201T072129_20240201T073955_T37LFC,2024-02-18,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240218T025143_20240218T025208_052607_065D25_790D,2024-02-26,COPERNICUS/S2_SR_HARMONIZED/20240226T071851_20240226T074226_T37LFC,2024-03-13,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240313T025143_20240313T025208_052957_066918_8AED,2024-03-22,COPERNICUS/S2_SR_HARMONIZED/20240322T071619_20240322T074302_T37LFC,2024-04-06,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20240406T025144_20240406T025209_053307_067668_0985,2024-04-11,COPERNICUS/S2_SR_HARMONIZED/20240411T071619_20240411T074226_T37LFC,1
