Nome_Serie,Data_1,Data_2,Data_3,Data_4,Lat_Centro,Lon_Centro,EPSG
EMSR264_9_39KTU_x275275_y7819035_S1RTC,2016-11-13,2016-12-31,2017-01-12,2017-01-24,-19.723068345806453,48.86796045353948,EPSG:32739
EMSR712_8_32UND_x581835_y5811155_S1RTC,2022-11-09,2022-11-19,2022-12-18,2022-12-30,52.4327994927785,10.222471861143399,EPSG:32632
EMSR472_1_48QXE_x629305_y1980975_S1RTC,2019-08-29,2019-09-10,2019-10-12,2019-10-16,17.90132132015367,106.23272388972399,EPSG:32648
EMSR437_2_30TXP_x666715_y4841105_S1RTC,2019-03-27,2019-04-19,2019-05-13,2019-05-13,43.692482904065365,-0.9154435706673143,EPSG:32630
EMSR706_1_31UDS_x449045_y5624315_S1RTC,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.757005130931475,2.2956700834833095,EPSG:32631
EMSR777_1_16QCE_x349815_y1916655_S1RTC,2023-09-29,2023-11-04,2023-11-16,2023-11-28,17.318935819247134,-88.4012377579848,EPSG:32616
EMSR280_3_33VWH_x528805_y6700355_S1RTC,2017-03-11,2017-04-04,2017-05-10,2017-05-29,60.426896887797845,15.54634202270587,EPSG:32633
EMSR243_2_19QGV_x783155_y1992115_S1RTC,2016-07-28,2016-08-21,NaN,2016-10-27,17.9872983690965,-66.3142099475041,EPSG:32619
EMSR421_3_31TDH_x410455_y4773035_S1RTC,2018-11-21,2019-01-08,2019-01-20,2019-02-13,43.09342152540406,1.9154032769899878,EPSG:32631
EMSR348_1_37KBA_x280055_y8022345_S1RTC,2018-01-30,2018-02-18,2018-03-14,2018-04-07,-17.88732717076196,36.9360701070793,EPSG:32737
EMSR419_6_40RFR_x693875_y3055795_S1RTC,2018-11-15,2018-12-14,2019-01-07,2019-01-23,27.600594559757567,58.977325389415945,EPSG:32640
EMSR482_5_16PFC_x634465_y1763965_S1RTC,2019-09-25,2019-11-02,2019-11-14,2019-12-08,15.939808819194317,-85.73176948146491,EPSG:32616
EMSR712_6_32UNC_x561195_y5755515_S1RTC,2022-11-09,2022-11-21,2022-12-27,2023-01-20,51.935370508083814,9.908672049501137,EPSG:32633
EMSR417_1_29TNE_x543545_y4441365_S1RTC,2018-10-17,2018-11-28,2018-12-17,2019-01-03,40.109920852811435,-8.474084877092197,EPSG:32629
EMSR229_5_15RUP_x394025_y3302975_S1RTC,NaN,NaN,NaN,2016-10-04,29.841362205029082,-94.08381002619655,EPSG:32615
EMSR347_6_36LXJ_x653175_y8300825_S1RTC,2018-01-23,2018-02-28,2018-03-12,2018-03-24,-15.37619592525355,34.439060477204194,EPSG:32736
EMSR184_4_55HCD_x368665_y6306575_S1RTC,2015-08-14,2015-09-02,2015-10-01,2015-11-25,-33.38371223406049,145.60170161782443,EPSG:32755
EMSR311_3_17SPT_x686025_y3769255_S1RTC,2017-08-07,2017-08-19,2017-09-12,2017-10-06,34.03578183375777,-78.97110711502113,EPSG:32617
EMSR498_1_31TDK_x415665_y4988795_S1RTC,2019-12-10,2020-01-04,2020-01-27,2020-02-21,45.036266369423515,1.9454782295360806,EPSG:32631
EMSR203_2_15SVA_x416365_y4081125_S1RTC,NaN,2016-04-14,2016-05-08,2016-06-13,36.860989112058554,-93.92395154298664,EPSG:32615
EMSR483_3_33SXD_x667545_y4349965_S1RTC,2019-10-07,2019-10-25,2019-11-18,2019-12-06,39.27112754167756,16.957022911005577,EPSG:32633
EMSR779_1_33PVM_x472755_y1150455_S1RTC,2023-09-18,2023-10-24,2023-11-17,2023-12-23,10.395765978785708,14.762745656009873,EPSG:32633
EMSR261_1_32UNC_x539305_y5788515_S1RTC,2016-10-11,2016-10-23,2016-12-10,2016-12-22,52.234078860378844,9.594216614552582,EPSG:32632
EMSR793_1_37LED_x596825_y8323065_S1RTC,2024-01-13,2024-02-18,2024-03-13,2024-03-25,-15.177923718863667,39.91322068180991,EPSG:32737
EMSR265_23_31TDN_x462805_y5286605_S1RTC,2016-12-09,2017-01-14,2017-01-26,2017-02-19,47.72034884657765,2.5210517806834503,EPSG:32631
EMSR312_6_51QUU_x371405_y1889055_S1RTC,2017-07-11,2017-08-16,2017-09-09,2017-10-03,17.070821635808638,121.80349165419254,EPSG:32651
EMSR422_1_31TDG_x489245_y4617615_S1RTC,2018-11-17,2019-01-03,2019-01-27,2019-02-20,41.6987866334292,2.8860673396005523,EPSG:32631
EMSR427_4_33VUE_x679215_y6407325_S1RTC,2018-12-29,2019-01-17,2019-02-22,2019-03-18,57.76014365768988,12.033855366591288,EPSG:32632
EMSR629_3_42RVS_x438385_y3132375_S1RTC,2021-06-24,2021-07-22,2021-08-23,2021-08-27,28.30461007486906,68.38457267472171,EPSG:32642
EMSR564_1_38KND_x519155_y7802255_S1RTC,2020-12-08,2021-01-25,2021-02-06,2021-02-06,-19.887283368030648,45.195166892495834,EPSG:32738
EMSR417_1_29TNE_x556345_y4441365_S1RTC,2018-10-17,2018-11-28,2018-12-17,2019-01-03,40.10914152184516,-8.32389924783377,EPSG:32629
EMSR261_1_32UNC_x544425_y5793635_S1RTC,2016-10-11,2016-10-23,2016-12-10,2016-12-22,52.279706217127924,9.669877120258748,EPSG:32632
EMSR347_6_36LYJ_x699965_y8305745_S1RTC,2018-01-11,2018-02-28,2018-03-12,2018-03-24,-15.32849535165668,34.874473034299484,EPSG:32736
EMSR475_2_48QWF_x590345_y2031395_S1RTC,2019-08-25,2019-09-27,2019-10-24,2019-11-14,18.35897246240132,105.86720623554031,EPSG:32648
EMSR470_1_31PBM_x231615_y1165555_S1RTC,2019-08-21,2019-09-14,2019-10-20,2019-10-20,10.523022056731522,0.5594538408634573,EPSG:32631
EMSR258_7_34TCK_x387455_y4482825_S1RTC,2016-09-29,2016-11-16,2016-11-28,2016-12-16,40.477186874487074,19.687292387982062,EPSG:32634
EMSR264_1_39LTF_x303425_y8547865_S1RTC,2016-11-18,2016-12-12,2017-01-05,2017-01-29,-13.140848561478412,49.198273166632056,EPSG:32739
EMSR229_3_14RNR_x568465_y3050825_S1RTC,NaN,NaN,NaN,NaN,27.568017941709005,-98.2935093424584,EPSG:32614
EMSR342_7_54KWE_x500705_y7989535_S1RTC,2017-12-21,2018-01-02,2018-02-19,2018-03-03,-18.194820104567956,141.01872415433198,EPSG:32754
EMSR429_5_29UNA_x580665_y5993265_S1RTC,2018-12-31,2019-01-29,2019-02-19,2019-03-13,54.069595515278024,-7.747832739558563,EPSG:32629
EMSR429_6_29UMU_x503765_y5871525_S1RTC,2018-12-21,2019-01-26,2019-02-19,2019-02-19,52.98181288140875,-8.924931369762966,EPSG:32629
EMSR312_6_51QUV_x363795_y1906485_S1RTC,2017-08-04,2017-08-16,2017-09-09,2017-10-03,17.227905559635992,121.73091818471092,EPSG:32651
EMSR411_1_31TGJ_x300545_y4810745_S1RTC,2018-09-20,2018-10-25,2018-11-18,2018-12-24,43.411922960286894,6.552219841684361,EPSG:32632
EMSR567_13_56HLJ_x310765_y6301705_S1RTC,2020-12-21,2021-02-07,2021-02-28,2021-03-27,-33.41904001517602,150.9784768823469,EPSG:32756
EMSR280_5_33VVH_x482915_y6780515_S1RTC,2017-03-11,2017-04-04,2017-04-21,2017-05-22,61.147390126442325,14.706324461965474,EPSG:32633
EMSR333_2_33SUB_x311225_y4171045_S1RTC,2017-09-21,2017-10-03,2017-11-02,2017-11-02,37.65596449928185,12.874416748804391,EPSG:32633
EMSR283_1_32VPP_x354435_y6818105_S1RTC,2017-03-28,2017-04-09,2017-05-08,2017-05-15,61.45827993170834,12.292571110073846,EPSG:32632
EMSR264_4_38LQJ_x781065_y8298635_S1RTC,2016-11-18,2016-12-12,2017-01-05,2017-01-29,-15.385093879652674,47.63020445595192,EPSG:32739
EMSR280_5_33VVH_x462435_y6793315_S1RTC,2017-03-11,2017-04-04,2017-04-21,2017-05-22,61.26093586821953,14.323464417676607,EPSG:32633
EMSR481_3_16PFC_x654945_y1756285_S1RTC,2019-09-20,2019-10-02,2019-10-31,2019-11-02,15.869190267569012,-85.54096557886665,EPSG:32616
EMSR777_1_16QCD_x357345_y1845045_S1RTC,2023-10-03,2023-10-27,2023-11-16,2023-11-20,16.672271370231257,-88.32583720252421,EPSG:32616
EMSR694_2_30TUK_x399145_y4463615_S1RTC,2022-07-18,2022-07-30,2022-09-04,2022-09-17,40.30564065879649,-4.1718204972785395,EPSG:32630
EMSR328_2_13QDE_x430895_y2493615_S1RTC,2017-09-01,2017-09-23,2017-10-19,2017-11-12,22.536304919549117,-105.65963339915346,EPSG:32613
EMSR482_5_16PFC_x654945_y1756285_S1RTC,2019-09-20,2019-11-02,2019-11-14,2019-12-08,15.869190267569012,-85.54096557886665,EPSG:32616
EMSR265_22_31UDQ_x423755_y5423685_S1RTC,2016-12-06,2017-01-06,2017-01-26,2017-02-19,48.95006496355773,1.9760306887502537,EPSG:32631
EMSR348_3_36KXD_x687075_y7826825_S1RTC,2018-01-30,2018-02-23,2018-03-19,2018-04-24,-19.65637511140488,34.79648332711229,EPSG:32736
EMSR261_1_32UND_x569845_y5813535_S1RTC,2016-10-09,2016-10-23,2016-12-10,2016-12-10,52.455884208437475,10.046651540093332,EPSG:32632
EMSR472_3_48PZC_x826295_y1799585_S1RTC,2019-08-17,2019-09-10,2019-10-11,2019-10-23,16.243390938205717,108.06414031720738,EPSG:32648
EMSR472_1_48QXE_x639545_y1952815_S1RTC,2019-08-29,2019-09-10,2019-10-12,2019-10-16,17.646220072050976,106.32749482064946,EPSG:32648
EMSR347_6_36LYJ_x710205_y8303185_S1RTC,2018-01-11,2018-02-28,2018-03-12,2018-03-24,-15.35080558057829,34.9700321197821,EPSG:32736
EMSR279_5_30TXM_x659255_y4621125_S1RTC,2017-02-17,2017-03-12,2017-04-11,2017-04-17,41.71425267319837,-1.0702961350740559,EPSG:32631
EMSR712_4_32UNC_x521505_y5762735_S1RTC,2022-11-02,2022-11-21,2022-12-27,2023-01-20,52.00332485618813,9.331850513005175,EPSG:32632
EMSR471_5_33UXP_x658515_y5363445_S1RTC,2019-09-06,2019-09-26,2019-10-08,2019-10-20,48.39243201050811,17.15856693090717,EPSG:32634
EMSR229_5_15RUP_x401705_y3308095_S1RTC,NaN,NaN,NaN,2016-10-04,29.88819047386403,-94.00478333596598,EPSG:32615
EMSR475_5_48QYD_x784935_y1829185_S1RTC,2019-08-29,2019-09-22,2019-10-28,2019-11-12,16.515922452258103,107.68123459754578,EPSG:32648
EMSR200_12_56JNN_x526485_y6796775_S1RTC,2016-01-26,2016-02-26,2016-04-02,2016-04-26,-28.96823712634675,153.2849227745556,EPSG:32756
EMSR442_7_35WNU_x542165_y7803045_S1RTC,2019-04-22,2019-05-04,2019-06-08,2019-06-09,70.31818969156295,28.155726662538548,EPSG:32635
EMSR472_4_48PZC_x218815_y1716635_S1RTC,2019-08-20,2019-09-17,2019-10-11,2019-10-19,15.500240275764225,108.39097915054703,EPSG:32648
EMSR570_1_56JNN_x525345_y6778475_S1RTC,2021-02-11,2021-03-19,2021-03-31,2021-04-12,-29.133433489907926,153.2736577888859,EPSG:32756
EMSR261_3_32UND_x591175_y5821215_S1RTC,2016-10-06,2016-10-30,2016-12-10,2017-01-18,52.521715935609876,10.362605388796696,EPSG:32633
EMSR265_6_31UDQ_x435315_y5403555_S1RTC,2016-12-06,2017-01-06,2017-01-23,2017-02-19,48.77029290995446,2.1370197465730687,EPSG:32631
EMSR260_4_32TPQ_x614245_y4958965_S1RTC,2016-10-18,2016-11-11,2016-12-13,2016-12-25,44.76327377211852,10.459705582327999,EPSG:32632
EMSR507_3_51LYK_x766365_y8979035_S1RTC,2020-02-10,2020-03-05,2020-03-29,2020-04-10,-9.23945749773144,125.4359174518623,EPSG:32751
EMSR312_5_51QUV_x381725_y1926235_S1RTC,2017-08-04,2017-08-16,2017-09-09,2017-10-03,17.407390452219627,121.89847098858004,EPSG:32651
EMSR267_1_34UEG_x529525_y6138275_S1RTC,2016-12-09,2016-12-31,2017-01-26,2017-01-31,55.37832609929558,21.486073052618924,EPSG:32634
EMSR264_5_38LPH_x665615_y8218385_S1RTC,2016-11-23,2016-12-17,2017-01-10,2017-02-03,-16.120448650087297,46.56061660029436,EPSG:32738
EMSR264_16_38KND_x546665_y7843965_S1RTC,2016-11-23,2016-12-17,2017-01-10,2017-02-03,-19.50988044570458,45.45689325954954,EPSG:32738
EMSR279_4_30TXM_x629555_y4633105_S1RTC,2017-02-21,2017-03-12,2017-04-11,2017-04-17,41.82755630709647,-1.4245325590397644,EPSG:32631
EMSR712_7_32UNC_x590125_y5743925_S1RTC,2022-11-04,2022-11-21,2022-12-18,2023-02-01,51.827191821722906,10.326307583950667,EPSG:32633
EMSR777_1_16QCE_x357495_y1937135_S1RTC,2023-09-29,2023-11-04,2023-11-16,2023-11-28,17.50450044126345,-88.33032276970866,EPSG:32616
EMSR264_5_38LQH_x708175_y8216875_S1RTC,2016-11-23,2016-12-17,2017-01-10,2017-02-03,-16.130811595337235,46.95858559941797,EPSG:32738
EMSR280_5_33VVH_x472675_y6788195_S1RTC,2017-03-11,2017-04-04,2017-04-21,2017-05-22,61.21578976349921,14.515061929832397,EPSG:32633
EMSR472_1_48QWF_x599555_y1996015_S1RTC,2019-08-25,2019-09-18,2019-10-12,2019-11-14,18.038819736917915,105.95263378722419,EPSG:32648
EMSR280_5_33VVH_x449635_y6770275_S1RTC,2017-03-11,2017-04-04,2017-04-21,2017-05-22,61.052716472258396,14.090841331986061,EPSG:32633
EMSR427_10_33VVD_x460885_y6293015_S1RTC,2018-12-24,2019-01-17,2019-03-01,2019-03-30,56.76806970226268,14.38093868163233,EPSG:32633
EMSR483_3_33SXD_x667545_y4370445_S1RTC,2019-10-07,2019-10-25,2019-11-18,2019-12-06,39.455560415153,16.96217877329641,EPSG:32633
EMSR264_16_38KND_x523625_y7810685_S1RTC,2016-11-23,2016-12-17,2017-01-10,2017-02-03,-19.811051526233395,45.23775488908418,EPSG:32738
EMSR572_1_33TXJ_x698375_y4792995_S1RTC,2021-02-11,2021-03-19,2021-03-31,2021-04-05,43.25184985344818,17.459464084384084,EPSG:32633
EMSR507_3_51LYK_x779165_y8989275_S1RTC,2020-02-10,2020-03-05,2020-03-29,2020-04-10,-9.14612028412847,125.55167550427889,EPSG:32751
EMSR570_2_56JNP_x530915_y6821485_S1RTC,2021-02-04,2021-03-19,2021-03-31,2021-04-12,-28.74510041263641,153.32968647101652,EPSG:32756
EMSR184_4_55HCD_x330265_y6342415_S1RTC,2015-08-14,2015-09-02,2015-10-01,2015-11-25,-33.05525808018651,145.195661538132,EPSG:32755
EMSR279_1_30TWN_x534295_y4754575_S1RTC,2017-02-21,2017-03-29,2017-04-10,2017-04-22,42.93149822393359,-2.5640872510753607,EPSG:32630
EMSR265_6_31UDQ_x445555_y5416355_S1RTC,2016-12-06,2017-01-06,2017-01-23,2017-02-19,48.88639023609286,2.274708682907283,EPSG:32631
EMSR712_8_32UND_x579275_y5813715_S1RTC,2022-11-09,2022-11-19,2022-12-18,2022-12-30,52.45619288334675,10.185443072097645,EPSG:32632
EMSR264_16_38KND_x528745_y7805565_S1RTC,2016-11-23,2016-12-17,2017-01-10,2017-02-03,-19.857247889784425,45.28672523218891,EPSG:32738
EMSR407_2_30UXE_x687445_y5902885_S1RTC,2018-09-13,2018-10-14,2018-11-07,2018-12-01,53.23019741787721,-0.1725316992924361,EPSG:32631
EMSR352_1_39RTQ_x851445_y3476835_S1RTC,2018-02-17,2018-02-22,2018-04-06,2018-04-06,31.36104259946317,48.7075682270158,EPSG:32639
EMSR279_2_30TWN_x580985_y4737095_S1RTC,2017-02-09,2017-03-24,2017-04-10,2017-04-29,42.77050097311176,-1.9945164607639732,EPSG:32630
EMSR264_4_38LQJ_x778505_y8311435_S1RTC,2016-11-18,2016-12-12,2017-01-05,2017-01-29,-15.269770366938477,47.60494096113996,EPSG:32739
EMSR397_1_31TCG_x351355_y4624505_S1RTC,2018-09-04,2018-09-28,2018-10-22,2018-11-21,41.74722929560398,1.2275776068708277,EPSG:32630
EMSR481_1_16PCC_x401055_y1726205_S1RTC,2019-09-14,2019-10-12,2019-11-05,2019-11-13,15.600277913359605,-87.9110533433557,EPSG:32616
EMSR229_5_15RVP_x421635_y3337375_S1RTC,NaN,NaN,NaN,NaN,30.15381471632221,-93.80051783208191,EPSG:32615
EMSR166_4_33UUP_x340395_y5346825_S1RTC,2015-04-22,2015-05-04,2015-06-09,2015-06-09,48.24337930817205,12.867381178902637,EPSG:32633
EMSR470_1_31PBN_x252165_y1203495_S1RTC,2019-08-09,2019-09-20,2019-10-20,2019-10-20,10.867281192372117,0.744578795028085,EPSG:32631
EMSR779_3_33PVN_x458325_y1209945_S1RTC,2023-09-30,2023-10-24,2023-11-17,2023-12-11,10.933669688721064,14.630269921048997,EPSG:32633
EMSR184_4_55HCD_x396825_y6321935_S1RTC,2015-08-21,2015-09-02,NaN,2015-11-25,-33.24823322514191,145.90613173654378,EPSG:32755
EMSR472_1_48QXE_x665145_y1932335_S1RTC,2019-08-29,2019-09-10,2019-10-12,2019-10-16,17.459397342496132,106.56716973521138,EPSG:32648
EMSR280_2_33VVH_x464345_y6726005_S1RTC,2017-03-11,2017-04-04,2017-04-16,2017-05-22,60.65683919633264,14.371110012688492,EPSG:32633
EMSR637_1_55HED_x581255_y6310725_S1RTC,2021-09-01,2021-09-13,2021-10-31,2021-12-06,-33.35098962052798,147.88698361508432,EPSG:32755
EMSR779_1_33PWM_x515605_y1173495_S1RTC,2023-09-18,2023-10-24,2023-11-17,2023-12-23,10.604196493656222,15.154314330094852,EPSG:32633
EMSR706_1_31UDS_x436245_y5649915_S1RTC,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.98595358084729,2.1098472489587956,EPSG:32631
EMSR311_3_17SQT_x700805_y3767615_S1RTC,2017-07-26,2017-08-19,2017-09-12,2017-10-06,34.018256263975424,-78.8114838936016,EPSG:32617
EMSR200_12_56JNP_x526585_y6808485_S1RTC,2016-01-26,2016-02-26,2016-04-02,2016-04-26,-28.862540843492482,153.28565940733537,EPSG:32756
EMSR481_3_16PEC_x601925_y1733055_S1RTC,2019-09-03,2019-10-07,2019-10-31,2019-12-01,15.661978217354045,-86.03707927767343,EPSG:32616
EMSR427_10_33VVC_x450375_y6265125_S1RTC,2018-12-24,2019-01-17,2019-03-01,2019-03-18,56.51655766294452,14.21423814869616,EPSG:32633
EMSR668_2_32VNM_x551745_y6648795_S1RTC,2022-04-12,2022-04-17,2022-05-18,2022-05-30,59.96164485675044,9.949482260903704,EPSG:32632
EMSR265_6_31UDQ_x494195_y5426595_S1RTC,2016-12-04,2017-01-06,2017-01-21,2017-02-19,48.98077068826821,2.938089952664552,EPSG:32631
EMSR333_6_33SUB_x354235_y4149375_S1RTC,2017-09-27,2017-10-21,2017-11-02,2017-11-08,37.46849857228876,13.366058505816909,EPSG:32633
EMSR279_5_30TXM_x684855_y4610885_S1RTC,2017-02-17,2017-03-12,2017-04-11,2017-04-17,41.61651148227385,-0.7659627829551234,EPSG:32631
EMSR184_4_55HCD_x366105_y6298895_S1RTC,2015-08-14,2015-09-02,2015-10-01,2015-11-25,-33.45264944822939,145.5730534876484,EPSG:32755
EMSR264_9_39KTT_x260165_y7794365_S1RTC,2016-11-13,2016-12-31,2016-12-31,2017-01-05,-19.944058383769487,48.720694473439615,EPSG:32739
EMSR200_2_55KFT_x651615_y7758425_S1RTC,NaN,NaN,NaN,NaN,-20.277346285189136,148.46404999803298,EPSG:32755
EMSR265_4_31UDQ_x490615_y5421275_S1RTC,2016-12-04,2016-12-21,2017-01-30,2017-02-02,48.9328771085663,2.889269300960382,EPSG:32631
EMSR479_1_15QVA_x428705_y2008095_S1RTC,2019-09-12,2019-10-06,2019-11-08,2019-11-23,18.149212855864647,-93.66197030521886,EPSG:32615
EMSR265_14_31UEQ_x558395_y5405155_S1RTC,2016-12-04,2017-01-06,2017-01-21,2017-02-14,48.78505487254747,3.812318322495685,EPSG:32631
EMSR280_4_33VWH_x525155_y6754595_S1RTC,2017-03-11,2017-04-04,2017-04-16,2017-05-10,60.91412054780909,15.487355598705772,EPSG:32633
EMSR586_3_56HLH_x316205_y6292305_S1RTC,2021-04-29,2021-06-04,2021-07-01,2021-07-25,-33.50471480372596,151.03504255932828,EPSG:32756
EMSR251_3_32VNL_x517955_y6559475_S1RTC,2016-08-29,2016-09-27,2016-10-16,2016-10-21,59.16254337059042,9.336299652860617,EPSG:32632
EMSR793_1_37LFD_x649235_y8348365_S1RTC,2024-01-13,2024-02-18,2024-03-13,2024-03-25,-14.946745460313766,40.39952847045528,EPSG:32737
EMSR251_2_32VMK_x470785_y6474135_S1RTC,2016-09-03,2016-10-04,2016-10-16,2016-10-28,58.395652409807944,8.522029571475858,EPSG:32632
EMSR352_1_39RTQ_x815605_y3428195_S1RTC,2018-02-18,2018-02-22,2018-04-07,2018-04-07,30.93323704531088,48.316106657415816,EPSG:32639
EMSR166_4_33UUP_x345515_y5349385_S1RTC,2015-04-22,2015-05-04,2015-06-09,2015-06-09,48.26765419452553,12.935370665709936,EPSG:32633
EMSR200_12_56JNN_x508565_y6791655_S1RTC,2016-01-26,2016-02-26,2016-04-02,2016-04-26,-29.014713897055472,153.10104104870504,EPSG:32756
EMSR184_1_55HFD_x601065_y6308535_S1RTC,NaN,2015-09-09,2015-10-03,2015-10-15,-33.36903634492226,148.10010742589074,EPSG:32755
EMSR347_6_36LXH_x660735_y8260835_S1RTC,2018-01-23,2018-02-28,2018-03-12,2018-03-24,-15.73714403547123,34.51211944488892,EPSG:32736
EMSR264_5_38KPG_x688555_y8169185_S1RTC,2016-11-23,2016-12-17,2017-01-10,2017-02-03,-16.563331695211797,46.779081704762845,EPSG:32738
EMSR280_4_33VWH_x522595_y6767395_S1RTC,2017-03-11,2017-04-04,2017-04-16,2017-05-10,61.029197404727846,15.441743357522157,EPSG:32633
EMSR712_7_32UNC_x579885_y5774645_S1RTC,2022-11-07,2022-11-21,2022-12-18,2023-02-01,52.10491842947619,10.185012279816359,EPSG:32633
EMSR472_1_48QXD_x685625_y1899095_S1RTC,2019-08-25,2019-09-18,2019-10-12,2019-11-17,17.157461827571417,106.75711047660866,EPSG:32648
EMSR712_4_32UNC_x521505_y5767855_S1RTC,2022-11-05,2022-11-21,2022-12-27,2023-01-20,52.04935758321196,9.332191399289297,EPSG:32632
EMSR779_3_33PVN_x455765_y1266265_S1RTC,2023-09-30,2023-10-24,2023-11-17,2023-12-11,11.442980416741177,14.60615439483478,EPSG:32633
EMSR437_2_30TXP_x656475_y4846225_S1RTC,2019-03-27,2019-04-19,2019-05-13,2019-05-13,43.740802424959064,-1.0409332194544696,EPSG:32630
EMSR788_6_30TWT_x572605_y5265115_S1RTC,2023-12-11,2024-01-09,2024-01-24,2024-02-26,47.52378664698702,-2.018585339665803,EPSG:32630
EMSR779_3_33PVP_x486595_y1334745_S1RTC,2023-09-30,2023-11-05,2023-11-17,2023-12-11,12.0625249205681,14.888545858757826,EPSG:32633
EMSR758_3_35TNL_x551455_y5039585_S1RTC,2023-07-22,2023-08-15,2023-09-08,2023-10-14,45.49632756082883,27.674884818318553,EPSG:32635
EMSR774_1_15QTA_x228485_y2016935_S1RTC,2023-09-20,2023-10-14,2023-11-04,2023-11-19,18.21322088151637,-95.55514537085926,EPSG:32615
