Nome_Serie,Data_1,Data_2,Data_3,Data_4,CloudCover_1,CloudCover_2,CloudCover_3,CloudCover_4,Lat_Centro,Lon_Centro,MGRS_Tile,EPSG
EMSR347_6_36LXH_x683775_y8278755_S2L2A,2019-01-29T07:41:51.024000Z,2019-02-28T07:38:41.024000Z,2019-03-10T07:37:31.024000Z,2019-03-25T07:36:09.024000Z,41.011652,1.793262,9.116761,4.324757,-15.573611979936993,34.72573794500224,36LXH,EPSG:32736
EMSR657_1_35UMB_x471625_y6191905_S2L2A,2023-01-06T09:32:59.024000Z,2023-03-17T09:30:39.024000Z,2023-04-09T09:40:39.024000Z,2023-05-01T09:30:31.024000Z,0.224107,13.258436,40.039423,5.233699,55.86042326983863,26.5670385833467,35UMB,EPSG:32635
EMSR279_2_30TWN_x593785_y4724295_S2L2A,2018-01-29T11:03:09.027000Z,2018-03-30T10:56:19.027000Z,2018-04-14T10:56:51.026000Z,2018-04-19T10:56:19.027000Z,4.573728,10.901429,48.412864,0.190995,42.65377328222435,-1.840236265538121,30TWN,EPSG:32630
EMSR279_1_30TWN_x559895_y4762255_S2L2A,2018-02-26T11:10:11.026000Z,2018-03-30T10:56:19.027000Z,2018-04-14T10:56:51.026000Z,2018-04-19T10:56:19.027000Z,25.290846,10.901429,48.412864,0.190995,42.999027359893745,-2.24953813014614,30TWN,EPSG:32630
EMSR554_1_56JLP_x302395_y6851775_S2L2A,2021-10-16T00:02:39.024000Z,2021-11-15T00:02:39.024000Z,2021-12-05T00:02:39.024000Z,2021-12-10T00:02:41.024000Z,2.390895,3.777695,14.792954,10.089433,-28.45730983600724,150.99489967551466,56JLP,EPSG:32756
EMSR280_3_33VWH_x551845_y6720835_S2L2A,2018-03-18T10:20:19.027000Z,2018-04-12T10:20:21.026000Z,2018-05-17T10:20:19.027000Z,2018-06-04T10:30:21.024000Z,5.203346,4.968046,55.935491,0.776013,60.608379054866475,15.97024495392562,33VWH,EPSG:32633
EMSR472_1_48QXE_x629305_y1980975_S2L2A,2020-09-05T03:25:41.024000Z,2020-09-15T03:25:41.024000Z,2020-10-20T03:27:49.024000Z,2020-10-22T03:18:01.024000Z,0.0,0.0,100.0,38.797116,17.90132132015367,106.23272388972399,48QXE,EPSG:32648
EMSR264_9_39KTU_x275275_y7819035_S2L2A,2017-11-07T07:02:31.026000Z,2017-12-22T07:02:19.027000Z,2018-01-06T07:02:31.026000Z,2018-01-16T07:02:31.026000Z,2.716146,10.357361,97.629738,30.174027,-19.723068345806453,48.86796045353948,39KTU,EPSG:32739
EMSR264_17_38KMD_x442085_y7836255_S2L2A,2017-12-05T07:12:09.027000Z,2017-12-25T07:12:09.027000Z,2018-01-09T07:12:11.026000Z,2018-02-16T07:22:09.027000Z,1.140036,12.869115,29.31181,1.267378,-19.57932536493089,44.45996202772607,38KMD,EPSG:32738
EMSR712_8_32UND_x581835_y5811155_S2L2A,2023-11-17T10:22:19.024000Z,2023-11-17T10:22:19.024000Z,2023-12-27T10:23:39.024000Z,2024-01-09T10:33:29.024000Z,45.021045,45.021045,100.0,0.342692,52.4327994927785,10.222471861143399,32UND,EPSG:32632
EMSR777_1_16QCE_x349815_y1916655_S2L2A,2024-10-10T16:21:19.024000Z,2024-11-11T16:15:11.024000Z,2024-11-19T16:24:59.024000Z,2024-11-24T16:26:21.024000Z,25.035229,19.809608,13.12232,5.711566,17.318935819247134,-88.4012377579848,16QCE,EPSG:32616
EMSR706_1_31UDS_x449045_y5624315_S2L2A,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,0.005657,12.766299,50.626206,9.415863,50.757005130931475,2.2956700834833095,31UDS,EPSG:32631
EMSR437_2_30TXP_x666715_y4841105_S2L2A,2020-04-03T10:56:21.025000Z,2020-05-03T10:56:21.024000Z,2020-05-13T10:56:21.024000Z,2020-05-18T10:56:19.024000Z,1.202557,23.622774,97.743396,2.066111,43.692482904065365,-0.9154435706673143,30TXP,EPSG:32630
EMSR421_3_31TDH_x410455_y4773035_S2L2A,2019-11-27T10:53:09.024000Z,2020-01-11T10:54:21.024000Z,2020-01-23T10:42:29.024000Z,2020-02-20T10:50:51.024000Z,6.39335,2.867436,79.246773,0.365822,43.09342152540406,1.9154032769899878,31TDH,EPSG:32631
EMSR417_1_29TNE_x543545_y4441365_S2L2A,2019-10-22T11:21:21.024000Z,2019-12-11T11:24:51.024000Z,2019-12-24T11:35:01.024000Z,2020-01-05T11:23:49.024000Z,0.473887,9.280735,87.262363,0.312307,40.109920852811435,-8.474084877092197,29TNE,EPSG:32629
EMSR348_1_37KBA_x280055_y8022345_S2L2A,2019-01-31T07:31:39.024000Z,2019-02-25T07:29:01.025000Z,2019-03-22T07:26:19.024000Z,2019-04-16T07:26:21.024000Z,0.253307,7.303569,56.105946,1.118735,-17.88732717076196,36.9360701070793,37KBA,EPSG:32737
EMSR419_6_40RFR_x693875_y3055795_S2L2A,2019-11-22T06:41:59.024000Z,2019-12-12T06:42:49.024000Z,2020-01-16T06:42:21.024000Z,2020-01-31T06:41:09.026000Z,1.085975,6.840668,2.851221,1.148566,27.600594559757567,58.977325389415945,40RFR,EPSG:32640
EMSR280_3_33VWH_x528805_y6700355_S2L2A,2018-03-18T10:20:19.027000Z,2018-04-12T10:20:21.026000Z,2018-05-17T10:20:19.027000Z,2018-06-04T10:30:21.024000Z,5.203346,4.968046,55.935491,0.776013,60.426896887797845,15.54634202270587,33VWH,EPSG:32633
EMSR712_6_32UNC_x561195_y5755515_S2L2A,2023-11-10T10:31:59.024000Z,2023-11-10T10:31:59.024000Z,2023-12-27T10:23:39.024000Z,2024-01-09T10:33:29.024000Z,67.033106,67.033106,100.0,0.22954,51.935370508083814,9.908672049501137,32UNC,EPSG:32632
EMSR243_2_19QGV_x783155_y1992115_S2L2A,2017-07-27T15:07:51.026000Z,2017-08-21T15:07:19.027000Z,2017-09-25T15:07:41.026000Z,2017-10-20T15:07:09.027000Z,3.054362,9.03714,84.402207,3.793697,17.9872983690965,-66.3142099475041,19QGV,EPSG:32619
EMSR482_5_16PFC_x634465_y1763965_S2L2A,2020-09-28T16:09:49.024000Z,2020-11-12T16:15:31.024000Z,2020-11-22T16:16:11.024000Z,2020-12-14T16:06:49.024000Z,0.578293,3.830498,59.058678,14.527264,15.939808819194317,-85.73176948146491,16PFC,EPSG:32616
EMSR483_3_33SXD_x667545_y4349965_S2L2A,2020-10-11T09:40:39.024000Z,2020-10-31T09:41:39.024000Z,2020-11-25T09:43:31.024000Z,2020-12-15T09:44:11.024000Z,1.036068,2.220169,31.916234,3.64527,39.27112754167756,16.957022911005577,33SXD,EPSG:32633
EMSR311_3_17SPT_x686025_y3769255_S2L2A,2018-08-09T15:49:01.024000Z,2018-08-24T15:48:09.024000Z,2018-09-21T15:59:41.024000Z,2018-10-13T15:52:09.024000Z,0.783661,1.494557,9.91087,0.132017,34.03578183375777,-78.97110711502113,17SPT,EPSG:32617
EMSR498_1_31TDK_x415665_y4988795_S2L2A,2020-12-06T10:54:31.024000Z,2021-01-10T10:53:29.024000Z,2021-02-04T10:52:41.024000Z,2021-03-01T10:48:59.025000Z,68.675908,14.028723,97.278277,0.473117,45.036266369423515,1.9454782295360806,31TDK,EPSG:32631
EMSR261_1_32UNC_x539305_y5788515_S2L2A,2017-10-15T10:40:09.027000Z,2017-10-27T10:31:31.026000Z,2017-12-16T10:34:31.026000Z,2017-12-26T10:34:31.026000Z,0.077181,66.495971,82.765117,78.17609,52.234078860378844,9.594216614552582,32UNC,EPSG:32632
EMSR184_4_55HCD_x368665_y6306575_S2L2A,2016-08-14T00:21:12.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-12-12T00:21:02.026000Z,0.056961,2.544076,12.441896,0.005442,-33.38371223406049,145.60170161782443,55HCD,EPSG:32755
EMSR203_2_15SVA_x416365_y4081125_S2L2A,2017-03-08T17:03:01.026000Z,2017-03-08T17:03:01.026000Z,2017-05-07T17:03:11.026000Z,2017-06-16T17:03:11.026000Z,0.776516,0.776516,0.274959,34.869909,36.860989112058554,-93.92395154298664,15SVA,EPSG:32615
EMSR312_6_51QUU_x371405_y1889055_S2L2A,2018-06-27T02:16:01.024000Z,2018-08-16T02:16:01.024000Z,2018-09-20T02:15:59.024000Z,2018-10-15T02:16:41.024000Z,16.820629,71.523836,43.206814,19.551044,17.070821635808638,121.80349165419254,51QUU,EPSG:32651
EMSR347_6_36LXJ_x653175_y8300825_S2L2A,2019-01-29T07:41:51.024000Z,2019-02-28T07:38:41.024000Z,2019-03-10T07:37:31.024000Z,2019-03-30T07:36:11.024000Z,74.374502,12.207813,8.223958,3.0522,-15.37619592525355,34.439060477204194,36LXJ,EPSG:32736
EMSR779_1_33PVM_x472755_y1150455_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,55.400372,0.0,0.487809,0.0,10.395765978785708,14.762745656009873,33PVM,EPSG:32633
EMSR229_5_15RUP_x394025_y3302975_S2L2A,2017-07-08T16:53:09.027000Z,2017-07-28T16:48:59.027000Z,2017-09-06T16:48:49.027000Z,2017-10-01T16:53:11.026000Z,8.409584,10.855651,7.366551,0.412454,29.841362205029082,-94.08381002619655,15RUP,EPSG:32615
EMSR475_2_48QWF_x590345_y2031395_S2L2A,2020-09-02T03:15:41.024000Z,2020-09-02T03:15:41.024000Z,2020-10-30T03:28:59.024000Z,2020-11-24T03:30:51.024000Z,5.312727,5.312727,99.999435,48.695636,18.35897246240132,105.86720623554031,48QWF,EPSG:32648
EMSR793_1_37LED_x596825_y8323065_S2L2A,2025-01-16T07:21:39.024000Z,2025-02-15T07:19:09.024000Z,2025-03-12T07:17:31.025000Z,2025-03-27T07:16:19.024000Z,39.827764,54.576552,96.065569,15.485148,-15.177923718863667,39.91322068180991,37LED,EPSG:32737
EMSR422_1_31TDG_x489245_y4617615_S2L2A,2019-11-24T10:43:29.024000Z,2020-01-08T10:44:21.024000Z,2020-01-23T10:42:29.024000Z,2020-02-22T10:39:39.024000Z,0.947085,4.68687,64.243388,0.999887,41.6987866334292,2.8860673396005523,31TDG,EPSG:32631
EMSR265_23_31TDN_x462805_y5286605_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-16T10:53:59.027000Z,2018-01-29T11:03:09.027000Z,2018-02-25T10:50:19.027000Z,24.792729,38.474886,97.662213,0.605107,47.72034884657765,2.5210517806834503,31TDN,EPSG:32631
EMSR427_4_33VUE_x679215_y6407325_S2L2A,2020-01-03T10:43:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-24T10:30:21.024000Z,2020-02-27T10:40:21.024000Z,4.105265,1.169587,1.416705,30.388471,57.76014365768988,12.033855366591288,33VUE,EPSG:32633
EMSR347_6_36LYJ_x699965_y8305745_S2L2A,2019-01-09T07:43:01.024000Z,2019-02-28T07:38:41.024000Z,2019-03-10T07:37:31.024000Z,2019-03-30T07:36:11.024000Z,35.826716,7.972185,1.849519,10.116377,-15.32849535165668,34.874473034299484,36LYJ,EPSG:32736
EMSR470_1_31PBM_x231615_y1165555_S2L2A,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,49.063788,17.816933,19.532297,1.514152,10.523022056731522,0.5594538408634573,31PBM,EPSG:32631
EMSR261_1_32UNC_x544425_y5793635_S2L2A,2017-10-15T10:40:09.027000Z,2017-10-27T10:31:31.026000Z,2017-12-16T10:34:31.026000Z,2017-12-26T10:34:31.026000Z,0.077181,66.495971,82.765117,78.17609,52.279706217127924,9.669877120258748,32UNC,EPSG:32632
EMSR417_1_29TNE_x556345_y4441365_S2L2A,2019-10-22T11:21:21.024000Z,2019-12-11T11:24:51.024000Z,2019-12-24T11:35:01.024000Z,2020-01-05T11:23:49.024000Z,0.473887,9.280735,87.262363,0.312307,40.10914152184516,-8.32389924783377,29TNE,EPSG:32629
EMSR629_3_42RVS_x438385_y3132375_S2L2A,2022-06-25T06:06:41.024000Z,2022-08-01T05:56:51.024000Z,2022-08-31T05:56:51.024000Z,2022-09-05T05:56:39.024000Z,0.126122,28.61383,19.705017,8.050676,28.30461007486906,68.38457267472171,42RVS,EPSG:32642
EMSR258_7_34TCK_x387455_y4482825_S2L2A,2017-10-04T09:30:19.027000Z,2017-11-23T09:33:09.027000Z,2017-12-08T09:33:51.026000Z,2017-12-23T09:33:59.027000Z,0.346891,4.407932,15.760568,6.738349,40.477186874487074,19.687292387982062,34TCK,EPSG:32634
EMSR564_1_38KND_x519155_y7802255_S2L2A,2022-01-03T07:11:59.024000Z,2022-01-28T07:12:01.024000Z,2022-02-07T07:12:01.024000Z,2022-02-12T07:11:59.024000Z,0.340337,13.27963,39.529625,15.107548,-19.887283368030648,45.195166892495834,38KND,EPSG:32738
EMSR264_1_39LTF_x303425_y8547865_S2L2A,2017-12-02T07:02:19.027000Z,2017-12-07T07:02:31.026000Z,2018-01-11T07:02:29.027000Z,2018-02-15T07:02:31.026000Z,2.96026,23.901549,90.84435,24.851802,-13.140848561478412,49.198273166632056,39LTF,EPSG:32739
EMSR411_1_31TGJ_x300545_y4810745_S2L2A,2019-09-29T10:20:29.024000Z,2019-10-27T10:31:31.024000Z,2019-11-28T10:22:59.024000Z,2019-12-31T10:33:39.024000Z,0.173975,7.201322,11.826192,0.317797,43.411922960286894,6.552219841684361,31TGJ,EPSG:32631
EMSR429_6_29UMU_x503765_y5871525_S2L2A,2020-01-06T11:44:51.024000Z,2020-02-03T11:53:59.024000Z,2020-02-25T11:43:41.024000Z,2020-03-04T11:53:59.024000Z,10.358224,26.428382,66.274403,11.470523,52.98181288140875,-8.924931369762966,29UMU,EPSG:32629
EMSR429_5_29UNA_x580665_y5993265_S2L2A,2020-01-19T11:54:11.024000Z,2020-02-03T11:53:59.024000Z,2020-02-25T11:43:41.024000Z,2020-03-04T11:53:59.024000Z,35.154932,24.344698,90.329168,15.206503,54.069595515278024,-7.747832739558563,29UNA,EPSG:32629
EMSR280_5_33VVH_x482915_y6780515_S2L2A,2018-03-16T10:30:21.026000Z,2018-04-13T10:40:19.027000Z,2018-04-28T10:40:21.024000Z,2018-05-30T10:30:19.025000Z,10.616464,3.421189,47.697959,0.006994,61.147390126442325,14.706324461965474,33VVH,EPSG:32633
EMSR342_7_54KWE_x500705_y7989535_S2L2A,2018-12-26T00:46:59.024000Z,2019-01-05T00:47:09.024000Z,2019-02-14T00:47:09.024000Z,2019-03-11T00:47:01.024000Z,0.024817,1.005375,2.10927,0.029137,-18.194820104567956,141.01872415433198,54KWE,EPSG:32754
EMSR312_6_51QUV_x363795_y1906485_S2L2A,2018-08-01T02:16:49.024000Z,2018-08-16T02:16:01.024000Z,2018-09-20T02:15:59.024000Z,2018-10-15T02:16:41.024000Z,16.732852,55.512023,37.356355,14.170427,17.227905559635992,121.73091818471092,51QUV,EPSG:32651
EMSR283_1_32VPP_x354435_y6818105_S2L2A,2018-04-01T10:50:31.026000Z,2018-04-11T10:50:31.026000Z,2018-05-15T10:30:21.024000Z,2018-05-21T10:50:31.024000Z,4.636732,0.750022,0.863997,31.321505,61.45827993170834,12.292571110073846,32VPP,EPSG:32632
EMSR229_3_14RNR_x568465_y3050825_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,0.22629,0.365443,21.933073,0.021468,27.568017941709005,-98.2935093424584,14RNR,EPSG:32614
EMSR186_20_17SPT_x633905_y3784495_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,17.55817,19.42692,99.983598,0.082661,34.181202953856,-79.53312395184778,17SPT,EPSG:32617
EMSR333_2_33SUB_x311225_y4171045_S2L2A,2018-09-30T09:50:31.024000Z,2018-10-08T10:00:19.024000Z,2018-11-04T09:51:59.024000Z,2018-11-07T10:02:19.024000Z,0.240132,0.048644,25.649775,0.511964,37.65596449928185,12.874416748804391,33SUB,EPSG:32633
EMSR694_2_30TUK_x399145_y4463615_S2L2A,2023-07-25T11:06:29.024000Z,2023-08-04T11:06:19.024000Z,2023-09-08T11:06:21.024000Z,2023-09-25T10:58:01.024000Z,0.000116,0.000561,24.458764,0.000574,40.30564065879649,-4.1718204972785395,30TUK,EPSG:32630
EMSR777_1_16QCD_x357345_y1845045_S2L2A,2024-10-10T16:21:19.024000Z,2024-11-09T16:24:09.024000Z,2024-11-19T16:24:59.024000Z,2024-11-24T16:26:21.024000Z,32.194352,19.942646,28.782335,13.172261,16.672271370231257,-88.32583720252421,16QCD,EPSG:32616
EMSR264_4_38LQJ_x781065_y8298635_S2L2A,2017-12-02T07:02:19.027000Z,2017-12-20T07:12:11.026000Z,2018-01-14T07:12:09.027000Z,2018-02-03T07:12:09.027000Z,2.757455,14.079582,25.784589,14.471329,-15.385093879652674,47.63020445595192,38LQJ,EPSG:32738
EMSR567_13_56HLJ_x310765_y6301705_S2L2A,2021-12-30T00:02:41.024000Z,2022-02-18T00:02:41.024000Z,2022-03-05T00:02:39.024000Z,2022-04-04T00:02:39.024000Z,34.853778,0.025089,94.804907,0.003356,-33.41904001517602,150.9784768823469,56HLJ,EPSG:32756
EMSR280_5_33VVH_x462435_y6793315_S2L2A,2018-03-16T10:30:21.026000Z,2018-04-13T10:40:19.027000Z,2018-04-28T10:40:21.024000Z,2018-05-30T10:30:19.025000Z,10.616464,3.421189,47.697959,0.006994,61.26093586821953,14.323464417676607,33VVH,EPSG:32633
EMSR481_3_16PFC_x654945_y1756285_S2L2A,2020-09-28T16:09:49.024000Z,2020-10-10T16:02:11.024000Z,2020-11-07T16:14:59.024000Z,2020-11-09T16:05:11.024000Z,0.578293,10.050272,74.87114,59.542784,15.869190267569012,-85.54096557886665,16PFC,EPSG:32616
EMSR328_2_13QDE_x430895_y2493615_S2L2A,2018-09-23T17:30:29.024000Z,2018-09-23T17:30:29.024000Z,2018-10-28T17:34:31.024000Z,2018-11-22T17:36:29.024000Z,6.111105,6.111105,0.907923,0.032276,22.536304919549117,-105.65963339915346,13QDE,EPSG:32613
EMSR261_1_32UND_x569845_y5813535_S2L2A,2017-10-15T10:40:09.027000Z,2017-10-30T10:41:51.026000Z,2017-12-16T10:34:31.026000Z,2017-12-26T10:34:31.026000Z,0.053559,3.838416,60.032628,90.138675,52.455884208437475,10.046651540093332,32UND,EPSG:32632
EMSR482_5_16PFC_x654945_y1756285_S2L2A,2020-09-28T16:09:49.024000Z,2020-11-12T16:15:31.024000Z,2020-11-22T16:16:11.024000Z,2020-12-14T16:06:49.024000Z,0.578293,3.830498,59.058678,14.527264,15.869190267569012,-85.54096557886665,16PFC,EPSG:32616
EMSR472_3_48PZC_x826295_y1799585_S2L2A,2020-08-25T03:05:49.024000Z,2020-09-14T03:05:49.024000Z,2020-10-19T03:07:41.024000Z,2020-10-29T03:08:41.024000Z,1.848521,14.534354,99.999997,22.868447,16.243390938205717,108.06414031720738,48PZC,EPSG:32648
EMSR265_22_31UDQ_x423755_y5423685_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-14T11:04:11.026000Z,2018-01-31T10:52:51.026000Z,2018-02-25T10:50:19.027000Z,14.249486,1.08099,99.998812,0.712081,48.95006496355773,1.9760306887502537,31UDQ,EPSG:32631
EMSR471_5_33UXP_x658515_y5363445_S2L2A,2020-09-09T09:50:31.024000Z,2020-10-04T09:50:39.024000Z,2020-10-17T10:00:29.024000Z,2020-10-22T10:00:51.024000Z,0.233739,0.569783,99.266961,14.528874,48.39243201050811,17.15856693090717,33UXP,EPSG:32633
EMSR712_4_32UNC_x521505_y5762735_S2L2A,2023-11-10T10:31:59.024000Z,2023-11-10T10:31:59.024000Z,2023-12-25T10:34:41.024000Z,2024-01-09T10:33:29.024000Z,67.033106,67.033106,97.932094,0.22954,52.00332485618813,9.331850513005175,32UNC,EPSG:32632
EMSR348_3_36KXD_x687075_y7826825_S2L2A,2019-01-31T07:31:39.024000Z,2019-02-25T07:29:01.025000Z,2019-03-22T07:26:19.024000Z,2019-04-26T07:26:21.024000Z,0.779494,5.233106,61.202617,0.398635,-19.65637511140488,34.79648332711229,36KXD,EPSG:32736
EMSR475_5_48QYD_x784935_y1829185_S2L2A,2020-08-30T03:05:51.024000Z,2020-08-30T03:05:51.024000Z,2020-10-29T03:08:41.024000Z,2020-11-21T03:20:41.024000Z,3.402608,3.402608,20.357293,25.847784,16.515922452258103,107.68123459754578,48QYD,EPSG:32648
EMSR472_1_48QXE_x639545_y1952815_S2L2A,2020-09-05T03:25:41.024000Z,2020-09-15T03:25:41.024000Z,2020-10-20T03:27:49.024000Z,2020-10-22T03:18:01.024000Z,0.0,0.0,100.0,38.797116,17.646220072050976,106.32749482064946,48QXE,EPSG:32648
EMSR279_5_30TXM_x659255_y4621125_S2L2A,2018-02-25T10:50:19.027000Z,2018-03-15T10:58:11.026000Z,2018-04-19T10:56:19.027000Z,2018-04-21T10:50:31.026000Z,0.303081,16.816271,1.496445,0.978616,41.71425267319837,-1.0702961350740559,30TXM,EPSG:32630
EMSR200_12_56JNN_x526485_y6796775_S2L2A,2017-01-01T23:52:42.026000Z,2017-03-02T23:52:41.026000Z,2017-04-05T00:02:21.026000Z,2017-05-05T00:02:21.026000Z,19.220822,19.125514,68.253955,1.934913,-28.96823712634675,153.2849227745556,56JNN,EPSG:32756
