Nome_Serie,Data_1,Data_2,Data_3,Data_4,CloudCover_1,CloudCover_2,CloudCover_3,CloudCover_4,Lat_Centro,Lon_Centro,MGRS_Tile,EPSG
EMSR229_3_14RNR_x581265_y3086665_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,0.22629,0.365443,21.933073,0.021468,27.890814381171822,-98.16137863228204,14RNR,EPSG:32614
EMSR203_3_15SVB_x434985_y4123515_S2L2A,2017-02-16T17:03:51.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,3.011537,0.895911,0.133513,1.648831,37.24451752432637,-93.71867518900358,15SVB,EPSG:32615
EMSR471_5_33UXP_x653395_y5386485_S2L2A,2020-09-09T09:50:31.024000Z,2020-10-04T09:50:39.024000Z,2020-10-17T10:00:29.024000Z,2020-10-22T10:00:51.024000Z,0.233739,0.569783,99.266961,14.528874,48.60084712967097,17.097983955452378,33UXP,EPSG:32633
EMSR555_1_30TWN_x511365_y4722055_S2L2A,2021-11-09T11:01:59.024000Z,2021-11-19T11:02:49.024000Z,2021-12-17T11:14:51.024000Z,2022-01-16T11:14:11.024000Z,29.241618,None,None,None,42.639367893637164,-2.8458224918321404,30TWN,EPSG:32630
EMSR568_1_37LFE_x659345_y8398685_S2L2A,2022-02-03T07:32:31.024000Z,2022-02-18T07:32:19.024000Z,2022-03-18T07:16:31.024000Z,2022-03-23T07:16:19.024000Z,1.096969,8.751099,98.770368,19.389458,-14.49133974647745,40.49042257103327,37LFE,EPSG:32737
EMSR352_9_39RTP_x236745_y3356005_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-04T07:18:01.024000Z,2019-04-11T07:26:19.024000Z,2019-05-11T07:26:29.024000Z,0.642783,0.642983,23.642395,17.947253,30.29601527280882,48.27609444416969,39RTP,EPSG:32639
EMSR354_2_37LFG_x633535_y8659145_S2L2A,2019-02-27T07:18:39.024000Z,2019-04-03T07:16:21.024000Z,2019-04-28T07:16:29.024000Z,2019-05-23T07:16:21.024000Z,12.340464,None,None,None,-12.13809052931466,40.23893555772127,37LFG,EPSG:32737
EMSR402_1_49PBR_x294355_y1539225_S2L2A,2019-08-31T03:05:49.024000Z,2019-10-20T03:07:39.024000Z,2019-11-04T03:09:11.024000Z,2019-11-19T03:10:19.024000Z,62.021165,37.509685,100.0,19.221079,13.904271004259678,109.1086099946891,49PBR,EPSG:32649
EMSR793_1_37LFD_x644115_y8348365_S2L2A,2025-01-16T07:21:39.024000Z,2025-02-10T07:21:01.025000Z,2025-03-12T07:17:31.025000Z,2025-04-11T07:16:41.025000Z,5.220707,15.907983,99.999762,29.841274,-14.947032115432997,40.35192941021366,37LFD,EPSG:32737
EMSR229_4_14RPT_x615985_y3273205_S2L2A,2017-07-16T17:15:21.026000Z,2017-07-26T16:58:51.026000Z,2017-08-30T16:58:49.027000Z,2017-09-04T16:58:51.026000Z,1.609666,6.108533,0.112192,11.545059,29.571617093499878,-97.78942360500679,14RPT,EPSG:32614
EMSR486_2_32TNK_x536155_y4494125_S2L2A,2020-10-08T10:20:31.024000Z,2020-11-07T10:22:31.024000Z,2020-12-04T10:14:11.024000Z,2020-12-09T10:14:09.024000Z,0.050397,0.040037,97.72375,73.84086,40.58559657333601,9.442298032078828,32TNK,EPSG:32632
EMSR342_7_54KWE_x505825_y7966495_S2L2A,2018-12-26T00:46:59.024000Z,2019-01-05T00:47:09.024000Z,2019-02-14T00:47:09.024000Z,2019-03-11T00:47:01.024000Z,0.024817,1.005375,2.10927,0.029137,-18.403052928065904,141.06722241508598,54KWE,EPSG:32754
EMSR424_3_38KPG_x691415_y8171595_S2L2A,2019-12-05T07:11:59.024000Z,2020-01-14T07:11:59.024000Z,2020-02-08T07:12:01.024000Z,2020-03-09T07:12:01.024000Z,3.222445,17.446355,3.866541,10.581304,-16.541325776214784,46.80567319114893,38KPG,EPSG:32738
EMSR184_4_55HCD_x353305_y6327055_S2L2A,2016-08-14T00:21:12.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-12-12T00:21:02.026000Z,0.056961,2.544076,12.441896,0.005442,-33.197082305872215,145.4399045139224,55HCD,EPSG:32755
EMSR187_3_35TNL_x560425_y5045625_S2L2A,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,0.025612,0.016738,55.845753,3.082739,45.54995307869287,27.79044150573485,35TNL,EPSG:32635
EMSR264_4_38LQH_x783125_y8227455_S2L2A,2017-11-12T07:02:19.027000Z,2017-12-20T07:12:11.026000Z,2018-01-14T07:12:09.027000Z,2018-02-03T07:12:09.027000Z,1.813409,None,None,None,-16.0276862176098,47.65770614461471,38LQH,EPSG:32738
EMSR339_1_37KBA_x279015_y8024615_S2L2A,2018-12-02T07:32:49.024000Z,2019-01-11T07:32:59.024000Z,2019-01-26T07:32:01.024000Z,2019-01-31T07:31:39.024000Z,4.715434,22.490156,23.066827,0.253307,-17.866718478687147,36.92649671998288,37KBA,EPSG:32737
EMSR514_3_20NQM_x767065_y648405_S2L2A,2021-04-10T14:27:29.024000Z,2021-05-08T14:37:31.024000Z,2021-06-12T14:37:29.024000Z,2021-06-24T14:27:31.024000Z,33.525623,49.500482,37.073685,None,5.849349775845152,-60.57667131775907,20NQM,EPSG:32620
EMSR680_3_33TVM_x500905_y5127275_S2L2A,2023-06-19T10:00:31.024000Z,2023-07-14T09:55:59.024000Z,2023-08-08T10:00:31.024000Z,2023-09-07T10:00:31.024000Z,33.794922,None,None,None,46.28757281005339,15.028300592583314,33TVM,EPSG:32633
EMSR197_1_39LUC_x364625_y8298835_S2L2A,2016-12-12T07:02:32.026000Z,2017-02-20T07:02:31.026000Z,2017-03-12T07:02:31.026000Z,2017-03-22T07:02:31.026000Z,62.446139,12.508575,89.246932,62.713657,-15.395327561978705,49.75040494297195,39LUC,EPSG:32739
EMSR645_4_38KMD_x469055_y7828015_S2L2A,2022-11-24T07:12:11.024000Z,2023-01-08T07:12:09.024000Z,2023-01-28T07:12:09.024000Z,2023-02-12T07:12:11.024000Z,0.081397,0.05761,50.328064,7.230656,-19.65437651586467,44.71697565399022,38KMD,EPSG:32738
EMSR352_1_39SUR_x316485_y3527165_S2L2A,2019-02-25T07:29:01.025000Z,2019-02-25T07:29:01.025000Z,2019-04-08T07:16:19.024000Z,2019-04-26T07:26:21.024000Z,0.29842,0.29842,8.206434,None,31.85418107126393,49.07382707237455,39SUR,EPSG:32639
EMSR156_1_29UNV_x547865_y5954065_S2L2A,2016-01-20T11:54:12.029000Z,None,2016-03-10T11:53:52.030000Z,2016-03-30T11:54:22.030000Z,30.983081,None,95.004255,49.291684,53.72146592021391,-8.25529409679159,29UNV,EPSG:32629
EMSR312_5_51QUV_x356125_y1951835_S2L2A,2018-08-01T02:16:49.024000Z,2018-08-16T02:16:01.024000Z,2018-09-20T02:15:59.024000Z,2018-10-15T02:16:41.024000Z,16.732852,55.512023,37.356355,14.170427,17.637250625439997,121.65579435543891,51QUV,EPSG:32651
EMSR229_1_14RQS_x806835_y3186465_S2L2A,2017-07-01T17:03:09.027000Z,2017-08-15T16:58:51.026000Z,2017-08-30T16:58:49.027000Z,2017-10-29T17:04:09.027000Z,19.663193,18.256798,0.300526,0.074688,28.757380600751148,-95.84485510129566,14RQS,EPSG:32614
EMSR243_1_19QGA_x743375_y1995935_S2L2A,2017-07-27T15:07:51.026000Z,2017-08-31T15:07:39.027000Z,2017-09-20T15:07:29.027000Z,2017-10-20T15:07:09.027000Z,18.493539,19.751346,99.999903,13.864678,18.02663790630866,-66.68914878462385,19QGA,EPSG:32619
EMSR446_1_36NVG_x470025_y152505_S2L2A,2020-06-13T07:56:09.024000Z,2020-07-13T07:56:09.024000Z,2020-08-17T07:56:21.024000Z,2020-09-21T07:56:29.024000Z,13.615197,None,None,None,1.368208680302383,32.74200815880189,36NVG,EPSG:32636
EMSR779_1_33PVM_x482995_y1158135_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,55.400372,0.0,0.487809,0.0,10.465281818890825,14.8562631722767,33PVM,EPSG:32633
EMSR352_1_39RUQ_x318585_y3414405_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-02T07:28:29.024000Z,2019-04-08T07:16:19.024000Z,2019-05-13T07:16:21.024000Z,0.059415,0.051761,0.700675,None,30.83766887418894,49.11639239082683,39RUQ,EPSG:32639
EMSR348_14_36KXD_x665965_y7881585_S2L2A,2019-01-31T07:31:39.024000Z,2019-02-13T07:40:29.024000Z,2019-03-25T07:36:09.024000Z,2019-04-26T07:26:21.024000Z,0.779494,2.719071,1.458146,0.398635,-19.16358501042035,34.59037966104734,36KXD,EPSG:32736
EMSR793_1_37LFD_x651795_y8327885_S2L2A,2025-01-16T07:21:39.024000Z,2025-02-10T07:21:01.025000Z,2025-03-12T07:17:31.025000Z,2025-04-11T07:16:41.025000Z,5.220707,15.907983,99.999762,29.841274,-15.13170462606949,40.42455618115511,37LFD,EPSG:32737
EMSR427_2_33VVD_x408735_y6365685_S2L2A,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-24T10:30:21.024000Z,2020-03-27T10:16:29.024000Z,1.704866,1.08058,8.305976,1.609531,57.413520687198016,13.501905095895232,33VVD,EPSG:32633
EMSR165_6_31UDQ_x442465_y5410125_S2L2A,2016-05-01T10:50:32.029000Z,2016-05-04T10:56:22.027000Z,2016-06-10T10:50:32.026000Z,2016-06-23T10:56:52.027000Z,2.535342,1.860314,99.999754,11.004916,48.83007838779316,2.233418116825975,31UDQ,EPSG:32631
EMSR229_5_15RVP_x436995_y3298975_S2L2A,2017-07-08T16:53:09.027000Z,2017-07-08T16:53:09.027000Z,2017-09-06T16:48:49.027000Z,2017-09-11T16:48:51.026000Z,16.239016,16.239016,25.569252,0.869742,29.80816629648897,-93.63880429241433,15RVP,EPSG:32615
EMSR507_3_51LYL_x774125_y9003945_S2L2A,,N/A,N/A,N/A,,N/A,N/A,N/A,-9.013876749962325,125.50492688787901,,N/A
EMSR265_6_31UDP_x483815_y5381245_S2L2A,2017-11-07T10:52:29.027000Z,2018-01-16T10:53:59.027000Z,2018-01-26T10:53:19.027000Z,2018-02-25T10:50:19.027000Z,0.147939,41.227019,89.258858,0.858664,48.57264281532895,2.7978749671898773,31UDP,EPSG:32631
EMSR421_2_31TCH_x384705_y4760745_S2L2A,2019-11-27T10:53:09.024000Z,2020-01-06T10:53:39.024000Z,2020-01-23T10:42:29.024000Z,2020-02-20T10:50:51.024000Z,18.182882,0.354049,67.759322,0.441845,42.97934701448168,1.6016032557527982,31TCH,EPSG:32631
EMSR167_3_31UFS_x681695_y5662835_S2L2A,2016-05-01T10:50:32.029000Z,2016-05-08T10:40:32.027000Z,2016-06-07T10:40:32.027000Z,2016-07-20T10:50:32.026000Z,2.911502,1.077909,16.697231,0.4862,51.07634048910692,5.612017633598447,31UFS,EPSG:32631
EMSR229_1_15RUN_x339545_y3275815_S2L2A,2017-07-13T16:49:01.026000Z,2017-08-17T16:48:59.027000Z,2017-08-30T16:58:49.027000Z,2017-09-11T16:48:51.026000Z,18.562533,None,None,None,29.59051396892093,-94.64360577874274,15RUN,EPSG:32615
EMSR629_2_42RVR_x479875_y3085715_S2L2A,2022-07-12T05:56:51.024000Z,2022-08-11T05:56:51.024000Z,2022-08-31T05:56:51.024000Z,2022-10-05T05:57:09.024000Z,0.126423,35.514781,2.297053,0.034094,27.884656307596185,68.80848774621616,42RVR,EPSG:32642
EMSR261_3_32UNC_x601695_y5779045_S2L2A,2017-10-19T10:20:19.028000Z,2017-11-03T10:22:01.026000Z,2017-12-18T10:24:19.027000Z,2018-02-14T10:31:31.026000Z,1.338142,68.155645,90.432157,7.447811,52.14083430388101,10.504684096892882,32UNC,EPSG:32632
EMSR482_8_16PFB_x628175_y1626555_S2L2A,2020-09-30T16:01:01.024000Z,2020-11-14T16:05:29.024000Z,2020-11-24T16:06:09.024000Z,2020-12-09T16:06:41.024000Z,29.851423,17.929491,61.646671,38.219761,14.698103479172671,-85.79764544609382,16PFB,EPSG:32616
EMSR550_13_55HED_x592725_y6302575_S2L2A,2021-09-19T00:11:09.024000Z,2021-09-19T00:11:09.024000Z,2021-11-18T00:11:09.024000Z,2021-12-03T00:11:11.024000Z,0.025478,0.025478,2.87375,0.161343,-33.42354801878357,148.01109127815448,55HED,EPSG:32755
EMSR654_1_37KCA_x343625_y8070745_S2L2A,2023-01-30T07:30:49.024000Z,2023-02-21T07:19:21.024000Z,2023-03-23T07:16:21.024000Z,2023-04-27T07:16:19.024000Z,18.66872,None,None,None,-17.455419251847044,37.53944214770481,37KCA,EPSG:32737
EMSR261_2_32UNC_x580875_y5744165_S2L2A,2017-10-19T10:20:19.028000Z,2017-10-27T10:31:31.026000Z,2017-12-18T10:24:19.027000Z,2018-02-14T10:31:31.026000Z,1.338142,66.495971,90.432157,7.447811,51.83078609719675,10.192170702420272,32UNC,EPSG:32632
EMSR422_2_31TDG_x501415_y4651585_S2L2A,2019-11-24T10:43:29.024000Z,2020-01-08T10:44:21.024000Z,2020-01-23T10:42:29.024000Z,2020-02-22T10:39:39.024000Z,0.947085,4.68687,64.243388,0.999887,42.00480293771347,3.0324834528128384,31TDG,EPSG:32631
EMSR203_3_15SVA_x491165_y4071585_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,0.776516,0.493354,0.274959,2.544387,36.77854993249358,-93.08472159854468,15SVA,EPSG:32615
EMSR777_1_16QCE_x334455_y1942255_S2L2A,2024-10-10T16:21:19.024000Z,2024-11-11T16:15:11.024000Z,2024-11-19T16:24:59.024000Z,2024-11-24T16:26:21.024000Z,25.035229,19.809608,13.12232,5.711566,17.54919073482289,-88.54768767307037,16QCE,EPSG:32616
EMSR203_2_15SUB_x388435_y4142555_S2L2A,2017-03-01T17:12:51.026000Z,2017-03-01T17:12:51.026000Z,2017-05-07T17:03:11.026000Z,2017-06-16T17:03:11.026000Z,0.363544,None,None,None,37.41175424106706,-94.2462733560562,15SUB,EPSG:32615
EMSR477_1_16PHA_x862195_y1553415_S2L2A,2020-09-22T16:05:19.024000Z,2020-10-10T16:02:11.024000Z,2020-11-04T16:04:39.024000Z,2020-11-11T16:05:09.024000Z,25.975555,None,None,None,14.01651948282853,-83.63572817010395,16PHA,EPSG:32616
EMSR311_3_17SQT_x721285_y3777855_S2L2A,2018-08-09T15:49:01.024000Z,2018-08-29T15:49:01.024000Z,2018-09-18T15:49:11.024000Z,2018-10-13T15:52:09.024000Z,1.521939,2.738783,24.299571,0.090312,34.10638142348584,-78.58723594275511,17SQT,EPSG:32617
EMSR664_5_32TQP_x278635_y4893205_S2L2A,2023-03-21T10:00:31.024000Z,2023-04-03T10:05:51.024000Z,2023-05-23T10:06:01.024000Z,2023-06-17T10:05:59.024000Z,48.340702,17.567404,8.484216,3.12097,44.14742443892955,12.248059126726616,32TQP,EPSG:32632
EMSR706_1_31UDS_x433685_y5649915_S2L2A,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,0.005657,12.766299,50.626206,9.415863,50.985670006561115,2.073379923503603,31UDS,EPSG:32631
EMSR186_4_17RNL_x561085_y3030355_S2L2A,2016-07-20T16:05:12.026000Z,2016-08-22T15:59:02.026000Z,2016-10-08T16:05:12.026000Z,2016-11-10T16:05:02.026000Z,14.193987,16.689608,52.892707,0.716312,27.383586504114312,-80.36932055354139,17RNL,EPSG:32617
EMSR639_1_16QCE_x357065_y1921325_S2L2A,2022-10-03T16:11:21.024000Z,2022-10-06T16:21:51.024000Z,2022-11-05T16:24:51.024000Z,2022-11-25T16:26:21.024000Z,3.071241,None,None,None,17.361603067261772,-88.33333412738035,16QCE,EPSG:32616
EMSR514_1_21NUJ_x311175_y841515_S2L2A,2021-04-20T14:27:29.024000Z,2021-06-04T14:27:31.024000Z,2021-06-14T14:27:31.024000Z,2021-07-04T14:27:31.024000Z,22.838056,39.542374,38.70187,None,7.59813983153692,-58.700052331242176,21NUJ,EPSG:32621
EMSR184_4_55HCC_x362575_y6266325_S2L2A,2016-08-04T00:26:02.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-10-23T00:25:52.026000Z,0.04503,0.153722,24.423115,0.098606,-33.74587526832868,145.5301078337325,55HCC,EPSG:32755
EMSR265_26_31UCQ_x396245_y5438065_S2L2A,2017-12-10T11:04:29.027000Z,2018-01-14T11:04:11.026000Z,2018-01-31T10:52:51.026000Z,2018-02-25T10:50:19.027000Z,27.807102,16.50044,99.997714,0.431707,49.07543621957938,1.5967597737231647,31UCQ,EPSG:32631
EMSR424_1_38KQG_x742075_y8191455_S2L2A,2019-12-12T07:02:19.024000Z,2020-01-14T07:11:59.024000Z,2020-02-03T07:11:59.024000Z,2020-02-28T07:12:01.024000Z,1.012191,None,None,None,-16.357286184116543,47.27806280745587,38KQG,EPSG:32738
EMSR564_1_38KND_x501235_y7807375_S2L2A,2022-01-03T07:11:59.024000Z,2022-01-28T07:12:01.024000Z,2022-02-07T07:12:01.024000Z,2022-02-12T07:11:59.024000Z,0.340337,13.27963,39.529625,15.107548,-19.841120170045937,45.023971017696155,38KND,EPSG:32738
EMSR200_2_55KFT_x682335_y7737945_S2L2A,,N/A,N/A,N/A,,N/A,N/A,N/A,-20.45961759772638,148.76022124952013,,N/A
EMSR229_1_15RUN_x334425_y3298855_S2L2A,2017-07-13T16:49:01.026000Z,2017-08-17T16:48:59.027000Z,2017-08-30T16:58:49.027000Z,2017-09-11T16:48:51.026000Z,18.562533,None,None,None,29.797693991673807,-94.69994931251463,15RUN,EPSG:32615
EMSR265_6_31UDP_x471015_y5386365_S2L2A,2017-11-07T10:52:29.027000Z,2018-01-16T10:53:59.027000Z,2018-01-26T10:53:19.027000Z,2018-02-25T10:50:19.027000Z,0.147939,41.227019,89.258858,0.858664,48.61826730550579,2.6240151787841954,31UDP,EPSG:32631
EMSR203_2_15SUB_x393555_y4099035_S2L2A,2017-03-01T17:12:51.026000Z,2017-03-01T17:12:51.026000Z,2017-05-07T17:03:11.026000Z,2017-06-16T17:03:11.026000Z,0.363544,None,None,None,37.020140464821964,-94.1822918619856,15SUB,EPSG:32615
EMSR645_1_38LPH_x669685_y8208475_S2L2A,2022-12-09T07:12:09.024000Z,2023-01-03T07:12:11.024000Z,2023-01-28T07:12:09.024000Z,2023-02-17T07:12:09.024000Z,6.172621,58.80025,46.867767,None,-16.209721047432897,46.59938545969295,38LPH,EPSG:32738
EMSR470_1_31PBM_x231615_y1129715_S2L2A,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,49.063788,17.816933,19.532297,1.514152,10.199167230295485,0.5619598971903802,31PBM,EPSG:32631
EMSR264_4_38LQH_x770325_y8258175_S2L2A,2017-11-12T07:02:19.027000Z,2017-12-20T07:12:11.026000Z,2018-01-14T07:12:09.027000Z,2018-02-03T07:12:09.027000Z,1.813409,None,None,None,-15.751683858845013,47.534700136212294,38LQH,EPSG:32738
EMSR184_4_55HCC_x357455_y6276565_S2L2A,2016-08-04T00:26:02.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-10-23T00:25:52.026000Z,0.04503,0.153722,24.423115,0.098606,-33.65287940006796,145.47647936487988,55HCC,EPSG:32755
EMSR229_5_15RUP_x399145_y3310655_S2L2A,2017-07-08T16:53:09.027000Z,2017-07-28T16:48:59.027000Z,2017-09-06T16:48:49.027000Z,2017-10-01T16:53:11.026000Z,8.409584,10.855651,7.366551,0.412454,29.911085526284285,-94.03153025194747,15RUP,EPSG:32615
EMSR742_1_34VFJ_x663715_y6316185_S2L2A,2024-06-27T09:40:31.024000Z,2024-07-10T09:50:31.024000Z,2024-08-01T09:35:49.024000Z,2024-09-08T09:50:31.024000Z,1.260021,8.277945,33.753145,0.006885,56.948339753653876,23.71263290972337,34VFJ,EPSG:32634
