Nome_Serie,Data_1,Data_2,Data_3,Data_4,CloudCover_1,CloudCover_2,CloudCover_3,CloudCover_4,Lat_Centro,Lon_Centro,MGRS_Tile,EPSG
EMSR407_2_30UXE_x672085_y5900325_S2L2A,2019-09-19T11:07:21.024000Z,2019-10-17T11:21:19.024000Z,2019-11-13T11:12:19.025000Z,2019-11-18T11:13:41.024000Z,6.346137,1.138722,46.238918,6.085436,53.21244345409191,-0.40378173123892197,30UXE,EPSG:32630
EMSR279_4_30TXM_x650035_y4648465_S2L2A,2018-02-25T10:50:19.027000Z,2018-03-15T10:58:11.026000Z,2018-04-14T10:56:51.026000Z,2018-04-24T10:56:51.024000Z,0.303081,16.816271,33.070365,2.026556,41.962184507367624,-1.1740873520762618,30TXM,EPSG:32630
EMSR347_6_36LXH_x694015_y8281315_S2L2A,2019-01-29T07:41:51.024000Z,2019-02-28T07:38:41.024000Z,2019-03-10T07:37:31.024000Z,2019-03-25T07:36:09.024000Z,41.011652,1.793262,9.116761,4.324757,-15.549710160568885,34.82099675723202,36LXH,EPSG:32736
EMSR427_2_33VUD_x372995_y6365845_S2L2A,2019-12-31T10:33:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-21T10:20:41.024000Z,2020-03-27T10:16:29.024000Z,53.370398,2.913819,None,None,57.406482160658086,12.907235141793304,33VUD,EPSG:32633
EMSR229_1_15RTP_x795485_y3320715_S2L2A,2017-07-16T17:15:21.026000Z,2017-07-26T16:58:51.026000Z,2017-08-30T16:58:49.027000Z,2017-09-09T17:15:09.027000Z,13.083377,None,None,None,29.96998274815126,-95.92476919091872,15RTP,EPSG:32615
EMSR352_1_39STR_x851085_y3507585_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-12T07:30:19.024000Z,2019-04-08T07:16:19.024000Z,2019-04-26T07:26:21.024000Z,0.181802,0.120109,0.176796,None,31.638011185559645,48.714736176236,39STR,EPSG:32639
EMSR229_1_15RTP_x808285_y3323275_S2L2A,2017-07-16T17:15:21.026000Z,2017-07-26T16:58:51.026000Z,2017-08-30T16:58:49.027000Z,2017-09-09T17:15:09.027000Z,13.083377,None,None,None,29.989887278362595,-95.79155485423581,15RTP,EPSG:32615
EMSR470_1_31PBM_x221375_y1137395_S2L2A,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,49.063788,17.816933,19.532297,1.514152,10.26784940119504,0.4680061726263985,31PBM,EPSG:32631
EMSR229_3_14RNR_x565905_y3048265_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,0.22629,0.365443,21.933073,0.021468,27.54503767745621,-98.31958400199741,14RNR,EPSG:32614
EMSR258_10_34TCL_x401315_y4504735_S2L2A,2017-10-09T09:30:31.026000Z,2017-11-23T09:33:09.027000Z,2017-12-08T09:33:51.026000Z,2017-12-23T09:33:59.027000Z,0.426502,0.206904,16.163971,71.185149,40.67627331759727,19.84738997266814,34TCL,EPSG:32634
EMSR424_1_38LQH_x788145_y8275835_S2L2A,2019-12-12T07:02:19.024000Z,2020-01-09T07:12:01.024000Z,2020-02-03T07:11:59.024000Z,2020-02-08T07:12:01.024000Z,2.829468,None,None,None,-15.590206185618069,47.69877938361004,38LQH,EPSG:32738
EMSR267_1_34UEG_x532085_y6140835_S2L2A,2017-12-09T09:53:59.027000Z,2018-01-08T09:53:59.027000Z,2018-02-04T09:41:59.027000Z,2018-02-07T09:51:49.027000Z,50.332058,17.965833,51.624774,44.830085,55.4011616182753,21.526777800807768,34UEG,EPSG:32634
EMSR203_2_15SVA_x424045_y4063205_S2L2A,2017-03-08T17:03:01.026000Z,2017-03-08T17:03:01.026000Z,2017-05-07T17:03:11.026000Z,2017-06-16T17:03:11.026000Z,0.776516,0.776516,0.274959,34.869909,36.70010032500458,-93.83604625005204,15SVA,EPSG:32615
EMSR203_3_15SVA_x496285_y4086945_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,0.776516,0.493354,0.274959,2.544387,36.917042138773084,-93.02739337324853,15SVA,EPSG:32615
EMSR659_2_32TQQ_x729155_y4908735_S2L2A,2023-03-16T10:00:29.024000Z,2023-04-10T10:00:31.024000Z,2023-05-05T10:00:29.024000Z,2023-06-02T10:06:01.024000Z,7.778195,1.901537,2.2005,6.45318,44.283880203880194,11.88789283829221,32TQQ,EPSG:32632
EMSR322_17_16RFU_x702095_y3399415_S2L2A,2018-08-23T16:18:19.024000Z,2018-10-04T16:11:21.024000Z,2018-10-12T16:22:19.024000Z,2018-10-17T16:22:41.024000Z,0.795017,2.011477,0.137213,4.933692,30.698740071243698,-84.87659537999606,16RFU,EPSG:32616
EMSR472_1_48QXE_x683065_y1922095_S2L2A,2020-09-05T03:25:41.024000Z,2020-09-15T03:25:41.024000Z,2020-10-20T03:27:49.024000Z,2020-10-22T03:18:01.024000Z,0.0,0.0,100.0,38.797116,17.365478230239244,106.73499403098482,48QXE,EPSG:32648
EMSR352_1_39SUR_x313925_y3557885_S2L2A,2019-02-25T07:29:01.025000Z,2019-02-25T07:29:01.025000Z,2019-04-08T07:16:19.024000Z,2019-04-26T07:26:21.024000Z,0.29842,0.29842,8.206434,None,32.13075687818591,49.04090138474072,39SUR,EPSG:32639
EMSR706_3_31UDS_x438545_y5614855_S2L2A,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-11T10:53:01.024000Z,2023-12-06T10:53:39.024000Z,0.005657,12.766299,21.042474,12.706393,50.670947378676644,2.1483670091239895,31UDS,EPSG:32631
EMSR200_3_55KGS_x729145_y7675715_S2L2A,2017-01-11T00:17:11.026000Z,2017-03-12T00:21:01.026000Z,2017-04-01T00:21:01.026000Z,2017-04-11T00:21:01.026000Z,27.995407,18.443782,17.138354,0.11167,-21.016382462280077,149.21692276351567,55KGS,EPSG:32755
EMSR200_2_55KFT_x664415_y7727705_S2L2A,,N/A,N/A,N/A,,N/A,N/A,N/A,-20.553766075664615,148.58943322988156,,N/A
EMSR472_4_48PZC_x223935_y1721755_S2L2A,2020-08-25T03:05:49.024000Z,2020-09-24T03:05:49.024000Z,2020-10-19T03:07:41.024000Z,2020-10-29T03:08:41.024000Z,1.848521,30.788394,99.999997,None,15.547040656807992,108.43809663784968,48PZC,EPSG:32648
EMSR229_1_15RUN_x380505_y3293735_S2L2A,2017-07-13T16:49:01.026000Z,2017-08-17T16:48:59.027000Z,2017-08-30T16:58:49.027000Z,2017-09-11T16:48:51.026000Z,18.562533,None,None,None,29.756768802515293,-94.22272391264434,15RUN,EPSG:32615
EMSR203_3_15SVB_x463145_y4149115_S2L2A,2017-02-16T17:03:51.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,3.011537,0.895911,0.133513,1.648831,37.47676845185939,-93.40240838095467,15SVB,EPSG:32615
EMSR779_1_33PWM_x556565_y1114615_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,58.316004,0.0,9.2e-05,0.000187,10.071279363918164,15.527867246165743,33PWM,EPSG:32633
EMSR517_5_31UGS_x340785_y5643585_S2L2A,2021-06-13T10:25:59.024000Z,2021-06-13T10:25:59.024000Z,2021-07-16T10:36:29.024000Z,2021-07-21T10:40:31.024000Z,0.370384,None,None,None,50.910804004320475,6.753354789426013,31UGS,EPSG:32631
EMSR645_1_38KPG_x682285_y8199665_S2L2A,2022-12-09T07:12:09.024000Z,2022-12-29T07:12:09.024000Z,2023-01-28T07:12:09.024000Z,2023-02-12T07:12:11.024000Z,13.56107,23.545323,59.138209,None,-16.288409075875887,46.717916989012934,38KPG,EPSG:32738
EMSR176_4_15RWP_x553745_y3340915_S2L2A,2016-06-25T16:54:52.027000Z,2016-08-07T16:53:22.026000Z,2016-08-14T16:43:22.026000Z,2016-09-03T16:43:22.026000Z,18.220876,17.002884,93.71819,0.170964,30.186957149001437,-92.42846567174193,15RWP,EPSG:32615
EMSR277_3_35TMF_x443325_y4547675_S2L2A,2018-01-31T09:12:11.026000Z,2018-03-07T09:08:19.027000Z,2018-04-01T09:05:51.026000Z,2018-04-28T08:56:01.024000Z,3.940361,6.295166,62.130323,0.056204,41.06696243146671,26.34060661767514,35TMF,EPSG:32635
EMSR482_3_16PDC_x415995_y1756885_S2L2A,2020-09-18T16:08:39.024000Z,2020-11-12T16:15:31.024000Z,2020-11-22T16:16:11.024000Z,2020-12-12T16:16:51.024000Z,5.353436,14.712838,93.151331,5.52754,15.878152474760768,-87.77275183792268,16PDC,EPSG:32616
EMSR311_3_17SQT_x746885_y3775295_S2L2A,2018-08-09T15:49:01.024000Z,2018-08-29T15:49:01.024000Z,2018-09-18T15:49:11.024000Z,2018-10-13T15:52:09.024000Z,1.521939,2.738783,24.299571,0.090312,34.07755616124938,-78.31069206753517,17SQT,EPSG:32617
EMSR568_1_37LFD_x605545_y8322105_S2L2A,2022-02-06T07:21:01.024000Z,2022-03-03T07:18:09.024000Z,2022-03-18T07:16:31.024000Z,2022-04-07T07:16:21.024000Z,20.661536,9.194494,71.234781,None,-15.18625824873441,39.99442807366486,37LFD,EPSG:32737
EMSR352_1_39RTQ_x848885_y3458915_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-02T07:28:29.024000Z,2019-04-08T07:16:19.024000Z,2019-04-11T07:26:19.024000Z,0.17429,0.171622,0.429906,38.838565,31.200462139985238,48.67443630012758,39RTQ,EPSG:32639
EMSR460_1_29UMV_x441745_y5920965_S2L2A,2020-07-27T11:54:11.024000Z,2020-08-08T11:43:49.024000Z,2020-09-02T11:43:51.024000Z,2020-09-20T11:53:59.024000Z,44.209379,2.048557,89.309486,22.361554,53.423180830704695,-9.857465721286669,29UMV,EPSG:32629
EMSR229_1_15RUN_x303705_y3263015_S2L2A,2017-07-13T16:49:01.026000Z,2017-08-17T16:48:59.027000Z,2017-08-30T16:58:49.027000Z,2017-09-11T16:48:51.026000Z,18.562533,None,None,None,29.46996595455431,-95.011211397445,15RUN,EPSG:32615
EMSR470_4_30PZS_x223265_y1146635_S2L2A,2020-08-19T10:20:31.024000Z,2020-09-13T10:16:29.024000Z,2020-10-18T10:20:41.024000Z,2020-10-28T10:21:41.024000Z,48.251609,27.368236,28.971045,0.080471,10.351472833941248,0.4845861106905004,30PZS,EPSG:32630
EMSR352_1_38RQU_x796575_y3381475_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-02T07:28:29.024000Z,2019-04-08T07:16:19.024000Z,2019-04-21T07:26:19.024000Z,0.275112,0.283679,1.03911,2.239548,30.517230818844926,48.10368715249271,38RQU,EPSG:32638
EMSR192_14_32TMQ_x455925_y4971645_S2L2A,2016-09-29T10:20:22.026000Z,2016-11-08T10:22:32.026000Z,2016-11-28T10:23:52.026000Z,2016-12-31T10:34:32.026000Z,4.725771,0.471462,84.920395,0.595936,44.885465068825724,8.458036912371979,32TMQ,EPSG:32632
EMSR424_1_38LQH_x744625_y8298875_S2L2A,2019-12-12T07:02:19.024000Z,2020-01-09T07:12:01.024000Z,2020-02-03T07:11:59.024000Z,2020-02-08T07:12:01.024000Z,2.829468,None,None,None,-15.386678749748352,47.29092449160957,38LQH,EPSG:32738
EMSR419_6_40RFR_x665715_y3068595_S2L2A,2019-11-22T06:41:59.024000Z,2019-12-12T06:42:49.024000Z,2020-01-16T06:42:21.024000Z,2020-01-31T06:41:09.026000Z,1.085975,6.840668,2.851221,1.148566,27.7198702118184,58.69388852265319,40RFR,EPSG:32640
EMSR482_8_16PEB_x606295_y1626485_S2L2A,2020-09-20T15:59:41.024000Z,2020-11-09T16:05:11.024000Z,2020-11-24T16:06:09.024000Z,2020-12-29T16:06:51.024000Z,6.840225,3.608691,49.558713,44.495389,14.698434961046424,-86.00084935239741,16PEB,EPSG:32616
EMSR186_20_17SPT_x603185_y3771695_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,17.55817,19.42692,99.983598,0.082661,34.069317924591914,-79.8679491513763,17SPT,EPSG:32617
EMSR261_1_32UND_x551925_y5810975_S2L2A,2017-10-15T10:40:09.027000Z,2017-10-30T10:41:51.026000Z,2017-12-16T10:34:31.026000Z,2017-12-26T10:34:31.026000Z,0.053559,3.838416,60.032628,90.138675,52.43491071271237,9.782551633439766,32UND,EPSG:32632
EMSR264_9_39KTU_x259915_y7808795_S2L2A,2017-11-07T07:02:31.026000Z,2017-12-22T07:02:19.027000Z,2018-01-06T07:02:31.026000Z,2018-01-16T07:02:31.026000Z,2.716146,10.357361,97.629738,30.174027,-19.81373037613844,48.720172573883744,39KTU,EPSG:32739
EMSR186_20_17SPT_x610865_y3776815_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,17.55817,19.42692,99.983598,0.082661,34.11468892442067,-79.78407557128801,17SPT,EPSG:32617
EMSR350_2_50KPC_x683055_y7754765_S2L2A,2019-02-16T02:13:41.024000Z,2019-02-26T02:13:41.024000Z,2019-03-28T02:13:41.024000Z,2019-04-17T02:13:51.024000Z,0.017973,0.027817,9.652257,0.016072,-20.307629720451587,118.76539079721248,50KPC,EPSG:32750
EMSR472_3_48PYC_x799155_y1791515_S2L2A,2020-08-30T03:05:51.024000Z,2020-09-24T03:05:49.024000Z,2020-10-19T03:07:41.024000Z,2020-11-21T03:20:41.024000Z,10.592414,37.398892,99.999613,27.788506,16.17404166720619,107.80946588757371,48PYC,EPSG:32648
EMSR261_1_32UND_x557045_y5808415_S2L2A,2017-10-15T10:40:09.027000Z,2017-10-30T10:41:51.026000Z,2017-12-16T10:34:31.026000Z,2017-12-26T10:34:31.026000Z,0.053559,3.838416,60.032628,90.138675,52.41137580534262,9.85740952648925,32UND,EPSG:32632
EMSR229_4_14RPT_x615985_y3214325_S2L2A,2017-07-16T17:15:21.026000Z,2017-07-26T16:58:51.026000Z,2017-08-30T16:58:49.027000Z,2017-09-04T16:58:51.026000Z,1.609666,6.108533,0.112192,11.545059,29.0403108119655,-97.79567738862484,14RPT,EPSG:32614
EMSR357_1_45QVC_x408785_y2229775_S2L2A,2019-03-24T04:46:59.024000Z,2019-04-20T04:37:09.024000Z,2019-05-05T04:37:01.024000Z,2019-05-10T04:37:09.024000Z,0.062878,None,None,None,20.15168834188027,86.1393933822785,45QVC,EPSG:32645
EMSR698_1_30VVJ_x460635_y6351065_S2L2A,2023-09-07T11:43:51.024000Z,2023-09-07T11:43:51.024000Z,2023-10-11T11:21:11.024000Z,2023-10-17T11:43:51.025000Z,0.188142,None,None,None,57.2895071502611,-3.6319383480248133,30VVJ,EPSG:32630
EMSR468_5_32TMR_x464955_y5011055_S2L2A,2020-08-07T10:25:59.024000Z,2020-09-28T10:20:31.024000Z,2020-10-08T10:20:31.024000Z,2020-10-13T10:19:09.024000Z,1.144126,1.178292,4.095697,7.276692,45.24070248227312,8.569724490656158,32TMR,EPSG:32632
EMSR554_2_56JKP_x236725_y6835695_S2L2A,2021-10-04T00:11:11.024000Z,2021-11-15T00:02:39.024000Z,2021-12-05T00:02:39.024000Z,2022-01-04T00:02:39.024000Z,0.075176,None,None,None,-28.59076704120425,150.32107814863593,56JKP,EPSG:32756
EMSR265_5_31UDQ_x463425_y5405875_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-14T11:04:11.026000Z,2018-01-31T10:52:51.026000Z,2018-02-25T10:50:19.027000Z,14.249486,1.08099,99.998812,0.712081,48.79339239234831,2.5193647312111636,31UDQ,EPSG:32631
EMSR203_4_15SVA_x418695_y4001575_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,0.776516,0.493354,0.274959,2.544387,36.14411895922976,-93.88957349645834,15SVA,EPSG:32615
EMSR728_1_32UMV_x496335_y5424205_S2L2A,2024-04-30T10:20:21.024000Z,2024-05-10T10:20:21.025000Z,2024-06-02T10:26:01.024000Z,2024-07-09T10:20:31.024000Z,59.613603,18.716753,98.101199,2.110866,48.95928304309248,8.967350675383608,32UMV,EPSG:32632
EMSR265_14_31UEQ_x548155_y5428195_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-03T10:44:29.027000Z,2018-01-26T10:53:19.027000Z,2018-02-22T10:40:29.028000Z,11.157039,29.891872,99.926458,0.153734,48.993201630207864,3.6757140502894874,31UEQ,EPSG:32631
EMSR771_6_32TPQ_x622525_y4972155_S2L2A,2024-08-23T10:15:59.024000Z,2024-09-27T10:18:11.024000Z,2024-10-22T10:19:59.024000Z,2024-11-11T10:21:49.024000Z,0.706006,38.859728,78.751725,0.075426,44.880583533416456,10.567507338538864,32TPQ,EPSG:32632
EMSR779_1_33PWM_x523285_y1114615_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,58.316004,0.0,9.2e-05,0.000187,10.071624802060748,15.224145495389099,33PWM,EPSG:32633
EMSR514_1_21NUJ_x306055_y821035_S2L2A,2021-04-20T14:27:29.024000Z,2021-06-04T14:27:31.024000Z,2021-06-14T14:27:31.024000Z,2021-07-04T14:27:31.024000Z,22.838056,39.542374,38.70187,None,7.412785017140581,-58.74570939459921,21NUJ,EPSG:32621
EMSR342_7_54KVE_x498675_y7963945_S2L2A,2018-12-21T00:47:01.024000Z,2019-01-10T00:47:01.024000Z,2019-02-14T00:47:09.024000Z,2019-03-06T00:47:09.024000Z,0.139868,2.771439,10.690585,0.095914,-18.426112348518647,140.9995265395684,54KVE,EPSG:32754
EMSR470_1_31PBN_x254725_y1203495_S2L2A,2020-08-06T10:10:31.024000Z,2020-09-28T10:20:31.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,56.417675,13.041782,2.786884,0.062752,10.867452089991623,0.7679841300427785,31PBN,EPSG:32631
EMSR665_2_33TWK_x565215_y4966535_S2L2A,2023-03-18T09:50:31.024000Z,2023-04-22T09:50:29.024000Z,2023-05-20T10:00:31.024000Z,2023-05-22T09:45:49.024000Z,0.048022,None,None,None,44.83765165255557,15.841245471562065,33TWK,EPSG:32633
EMSR352_1_39RUP_x392375_y3350745_S2L2A,2019-02-17T07:19:49.024000Z,2019-03-04T07:18:01.024000Z,2019-04-08T07:16:19.024000Z,2019-04-23T07:16:21.024000Z,0.279302,0.212521,0.196794,None,30.272242655825508,49.89433320556464,39RUP,EPSG:32639
EMSR311_3_17SQT_x708485_y3752255_S2L2A,2018-08-09T15:49:01.024000Z,2018-08-29T15:49:01.024000Z,2018-09-18T15:49:11.024000Z,2018-10-13T15:52:09.024000Z,1.521939,2.738783,24.299571,0.090312,33.87832564199462,-78.73204258160862,17SQT,EPSG:32617
EMSR352_1_39SUR_x311365_y3580925_S2L2A,2019-02-25T07:29:01.025000Z,2019-02-25T07:29:01.025000Z,2019-04-08T07:16:19.024000Z,2019-04-26T07:26:21.024000Z,0.29842,0.29842,8.206434,None,32.33806335080931,49.00925022036325,39SUR,EPSG:32639
EMSR279_3_30TWM_x558165_y4684255_S2L2A,2018-01-29T11:03:09.027000Z,2018-03-30T10:56:19.027000Z,2018-04-19T10:56:19.027000Z,2018-04-24T10:56:51.024000Z,1.97525,20.190013,0.649248,1.141894,42.296780508377935,-2.278919878524357,30TWM,EPSG:32630
EMSR280_2_33VVH_x487385_y6705525_S2L2A,2018-03-16T10:30:21.026000Z,2018-04-13T10:40:19.027000Z,2018-04-22T10:20:31.026000Z,2018-05-30T10:30:19.025000Z,10.616464,3.421189,23.598937,0.006994,60.47427694858749,14.793733169825165,33VVH,EPSG:32633
EMSR229_3_14RNR_x599185_y3066185_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,0.22629,0.365443,21.933073,0.021468,27.704731512936142,-97.98105525764262,14RNR,EPSG:32614
EMSR229_1_15RTP_x833885_y3359115_S2L2A,2017-07-16T17:15:21.026000Z,2017-07-26T16:58:51.026000Z,2017-08-30T16:58:49.027000Z,2017-09-09T17:15:09.027000Z,13.083377,None,None,None,30.30599470710857,-95.51527385354112,15RTP,EPSG:32615
EMSR712_4_32UNC_x531745_y5726895_S2L2A,2023-11-10T10:31:59.024000Z,2023-11-10T10:31:59.024000Z,2023-12-25T10:34:41.024000Z,2024-01-09T10:33:29.024000Z,67.033106,67.033106,97.932094,0.22954,51.680576809626146,9.477596229561401,32UNC,EPSG:32632
EMSR468_5_32TMR_x462395_y5018735_S2L2A,2020-08-07T10:25:59.024000Z,2020-09-28T10:20:31.024000Z,2020-10-08T10:20:31.024000Z,2020-10-13T10:19:09.024000Z,1.144126,1.178292,4.095697,7.276692,45.30970413856912,8.536545294190127,32TMR,EPSG:32632
EMSR184_4_55HCC_x347215_y6281685_S2L2A,2016-08-04T00:26:02.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-10-23T00:25:52.026000Z,0.04503,0.153722,24.423115,0.098606,-33.60530852014481,145.3669558710896,55HCC,EPSG:32755
EMSR352_1_38RQV_x758245_y3450185_S2L2A,2019-01-31T07:31:39.024000Z,2019-03-07T07:27:41.024000Z,2019-04-11T07:26:19.024000Z,2019-05-16T07:26:21.024000Z,0.16281,0.327421,65.738282,None,31.14543490037728,47.72211397378595,38RQV,EPSG:32638
EMSR756_1_33UWS_x584075_y5648645_S2L2A,2024-08-12T10:00:31.024000Z,2024-09-04T10:05:51.025000Z,2024-09-21T10:00:31.024000Z,2024-10-24T10:11:01.024000Z,6.181871,0.374827,0.105657,0.675255,50.97159898927526,16.215615537853246,33UWS,EPSG:32633
EMSR421_5_31TDH_x496355_y4726785_S2L2A,2019-12-09T10:44:31.025000Z,2019-12-24T10:43:49.024000Z,2020-01-28T10:43:01.024000Z,2020-02-22T10:39:39.024000Z,30.549317,21.450927,50.318938,1.12328,42.68206459717573,2.971071928274655,31TDH,EPSG:32631
