epoch,lr,train_loss
79,0.0001,0.0564156100153923
80,0.0001,0.04813812548915545
81,0.0001,0.04557472839951515
82,0.0001,0.04807549032072226
83,0.0001,0.05123355984687805
84,0.0001,0.040688229724764824
85,0.0001,0.03945658542215824
86,0.0001,0.042939805115262665
87,0.0001,0.043262273694078125
88,0.0001,0.041923986126979194
89,0.0001,0.04109989541272322
90,0.0001,0.04778938181698322
91,0.0001,0.044485937183101974
92,0.0001,0.04149781788388888
93,0.0001,0.03866365055243174
94,0.0001,0.03990865622957548
95,0.0001,0.037804013739029564
96,0.0001,0.037046520660320915
97,0.0001,0.03708259885509809
98,0.0001,0.03738080089290937
99,0.0001,0.037056379641095795
100,0.0001,0.03695915763576826
101,0.0001,0.036886461079120636
102,0.0001,0.03691312794884046
103,0.0001,0.036604154855012894
104,0.0001,0.036530718207359314
105,0.0001,0.03626605495810509
106,0.0001,0.03642865208288034
107,0.0001,0.036089370027184486
108,0.0001,0.03615660530825456
109,0.0001,0.03616829961538315
110,0.0001,0.03605661789576212
111,0.0001,0.03609579925735792
112,0.0001,0.03648419802387556
113,0.0001,0.03586158777276675
114,0.0001,0.03603347887595495
115,0.0001,0.036162033677101135
116,0.0001,0.036088467886050545
117,0.0001,0.03600760238866011
118,0.0001,0.03581533394753933
119,0.0001,0.03600132465362549
120,0.0001,0.035950166483720146
121,0.0001,0.035783844689528145
122,0.0001,0.0357918298492829
123,0.0001,0.03738140066464742
124,0.0001,0.03565800872941812
125,0.0001,0.03558926905194918
126,0.0001,0.03581592502693335
127,0.0001,0.03554984616736571
128,0.0001,0.035445489610234894
129,0.0001,0.0356887603799502
130,0.0001,0.03573000803589821
131,0.0001,0.03532461325327555
132,0.0001,0.035706899439295135
133,0.0001,0.03543283666173617
134,0.0001,0.03569346169630686
135,0.0001,0.035908401012420654
136,0.0001,0.03529681141177813
137,0.0001,0.035410855586330094
138,0.0001,0.03544605647524198
139,0.0001,0.03564741710821787
140,0.0001,0.0354758103688558
141,0.0001,0.03546548883120219
142,0.0001,0.03541051037609577
143,0.0001,0.03543248648444811
144,0.0001,0.03523983682195345
145,0.0001,0.03514871001243591
146,0.0001,0.03551253552238146
147,0.0001,0.03509064639608065
148,0.0001,0.03598124533891678
149,0.0001,0.035263774916529655
150,0.0001,0.035691860442360245
151,0.0001,0.03530538392563661
152,0.0001,0.03552781045436859
153,0.0001,0.03528320975601673
154,0.0001,0.03484572283923626
155,0.0001,0.03555264820655187
156,0.0001,0.035526981577277184
157,0.0001,0.035369103153546654
158,0.0001,0.03490847162902355
159,0.0001,0.03479391522705555
160,0.0001,0.03544717033704122
161,0.0001,0.03563946858048439
162,0.0001,0.03469437795380751
163,0.0001,0.034671476731697716
164,0.0001,0.035097187384963036
165,0.0001,0.034839156394203506
166,0.0001,0.03497349998603264
167,0.0001,0.034934508303801216
168,0.0001,0.034940858061114945
169,0.0001,0.035402990877628326
170,0.0001,0.035265967870752014
171,0.0001,0.034749176974097885
172,0.0001,0.03474426455795765
173,0.0001,0.034920526668429375
174,0.0001,0.035340085004766784
175,0.0001,0.03509332239627838
176,0.0001,0.03473035991191864
177,0.0001,0.034980260456601776
178,0.0001,0.0351348432401816
179,0.0001,0.03468814740578333
180,0.0001,0.034931558494766556
181,0.0001,0.03494935482740402
182,0.0001,0.03448319435119629
183,0.0001,0.03488649676243464
184,0.0001,0.034266749396920204
185,0.0001,0.03409809246659279
186,0.0001,0.0346246138215065
187,0.0001,0.03531496971845627
188,0.0001,0.034655021814008556
189,0.0001,0.034078313037753105
190,0.0001,0.03392362159987291
191,0.0001,0.033810656517744064
192,0.0001,0.03416919397811095
193,0.0001,0.03364943154156208
194,0.0001,0.032933974638581276
195,0.0001,0.03324279127021631
196,0.0001,0.033000039557615914
197,0.0001,0.032671996392309666
198,0.0001,0.032813713885843754
199,0.0001,0.03268702452381452
