Nome_Serie,Data_1_SAR,Data_2_SAR,Data_3_SAR,Data_4_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR203_1_15STA_x214195_y3998765,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.08040784,-96.15968415,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.08040784,-96.15968415,15STA,EPSG:32615
EMSR203_1_15STA_x214195_y4009005,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.17258824,-96.16338438,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.17258824,-96.16338438,15STA,EPSG:32615
EMSR203_1_15STA_x214195_y4011565,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.19563307,-96.16431207,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.19563307,-96.16431207,15STA,EPSG:32615
EMSR203_1_15STA_x214195_y4019245,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.26476689,-96.16710147,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.26476689,-96.16710147,15STA,EPSG:32615
EMSR203_1_15STA_x214195_y4029485,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.35694379,-96.17083547,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.35694379,-96.17083547,15STA,EPSG:32615
EMSR203_1_15STA_x214195_y4037165,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.42607531,-96.17364714,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.42607531,-96.17364714,15STA,EPSG:32615
EMSR203_1_15STA_x214195_y4044845,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.49520584,-96.1764684,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.49520584,-96.1764684,15STA,EPSG:32615
EMSR203_1_15STA_x214195_y4047405,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.51824912,-96.17741096,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.51824912,-96.17741096,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4016685,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.24247264,-96.13772233,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.24247264,-96.13772233,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4019245,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.26551777,-96.13864486,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.26551777,-96.13864486,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4021805,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.28856279,-96.13956843,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.28856279,-96.13956843,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4026925,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.3346525,-96.14141872,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.3346525,-96.14141872,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4029485,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.35769719,-96.14234545,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.35769719,-96.14234545,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4032045,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.38074177,-96.14327323,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.38074177,-96.14327323,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4037165,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.4268306,-96.14513195,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.4268306,-96.14513195,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4039725,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.44987485,-96.1460629,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.44987485,-96.1460629,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4042285,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.47291899,-96.1469949,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.47291899,-96.1469949,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4044845,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.49596303,-96.14792797,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.49596303,-96.14792797,15STA,EPSG:32615
EMSR203_1_15STA_x216755_y4047405,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.51900695,-96.14886209,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.51900695,-96.14886209,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y3996205,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.05884622,-96.10199672,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.05884622,-96.10199672,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y3998765,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.08189284,-96.10290264,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.08189284,-96.10290264,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y4003885,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.12798575,-96.10471758,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.12798575,-96.10471758,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y4006445,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.15103205,-96.1056266,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.15103205,-96.1056266,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y4019245,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.26626189,-96.1101872,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.26626189,-96.1101872,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y4021805,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.28930753,-96.11110243,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.28930753,-96.11110243,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y4026925,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.33539849,-96.11293601,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.33539849,-96.11293601,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y4032045,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.38148901,-96.11477377,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.38148901,-96.11477377,15STA,EPSG:32615
EMSR203_1_15STA_x219315_y4034605,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.40453411,-96.11569422,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.40453411,-96.11569422,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y3993645,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.03653069,-96.07271603,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.03653069,-96.07271603,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y3996205,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.05957803,-96.07361267,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.05957803,-96.07361267,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y3998765,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.08262527,-96.07451034,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.08262527,-96.07451034,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4001325,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.1056724,-96.07540903,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.1056724,-96.07540903,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4006445,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.15176633,-96.07720947,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.15176633,-96.07720947,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4016685,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.24395289,-96.08082264,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.24395289,-96.08082264,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4019245,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.26699926,-96.0817285,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.26699926,-96.0817285,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4021805,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.29004552,-96.08263539,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.29004552,-96.08263539,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4024365,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.31309167,-96.08354331,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.31309167,-96.08354331,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4026925,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.33613771,-96.08445226,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.33613771,-96.08445226,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4032045,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.38222947,-96.08627327,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.38222947,-96.08627327,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4039725,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.45136629,-96.08901255,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.45136629,-96.08901255,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4042285,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.47441168,-96.08992772,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.47441168,-96.08992772,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4044845,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.49745696,-96.09084393,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.49745696,-96.09084393,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4047405,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.52050214,-96.09176118,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.52050214,-96.09176118,15STA,EPSG:32615
EMSR203_1_15STA_x221875_y4049965,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.5435472,-96.09267947,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.5435472,-96.09267947,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y3993645,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.03725519,-96.04433921,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.03725519,-96.04433921,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y3996205,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.06030314,-96.04522761,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.06030314,-96.04522761,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4001325,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.10639872,-96.04700744,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.10639872,-96.04700744,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4011565,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.19858859,-96.05057925,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.19858859,-96.05057925,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4014125,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.22163579,-96.05147474,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.22163579,-96.05147474,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4019245,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.26772986,-96.05326877,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.26772986,-96.05326877,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4021805,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.29077673,-96.05416732,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.29077673,-96.05416732,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4024365,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.3138235,-96.05506689,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.3138235,-96.05506689,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4026925,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.33687015,-96.05596748,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.33687015,-96.05596748,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4034605,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.40600947,-96.0586754,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.40600947,-96.0586754,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4042285,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.47514781,-96.06139256,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.47514781,-96.06139256,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4044845,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.49819371,-96.06230034,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.49819371,-96.06230034,15STA,EPSG:32615
EMSR203_1_15STA_x224435_y4047405,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.5212395,-96.06320915,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.5212395,-96.06320915,15STA,EPSG:32615
EMSR203_1_15STA_x226995_y3996205,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.06102154,-96.01684154,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.06102154,-96.01684154,15STA,EPSG:32615
EMSR203_1_15STA_x226995_y4006445,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.15321469,-96.02037215,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.15321469,-96.02037215,15STA,EPSG:32615
EMSR203_1_15STA_x226995_y4014125,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.22235842,-96.02303065,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.22235842,-96.02303065,15STA,EPSG:32615
EMSR203_1_15STA_x226995_y4019245,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.2684537,-96.02480802,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.2684537,-96.02480802,15STA,EPSG:32615
EMSR203_1_15STA_x226995_y4021805,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.29150118,-96.02569823,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.29150118,-96.02569823,15STA,EPSG:32615
EMSR203_1_15STA_x226995_y4024365,02/03/2016,26/03/2016,01/05/2016,25/05/2016,36.31454856,-96.02658944,EPSG:32615,03/03/2016,03/03/2016,05/05/2016,05/05/2016,36.31454856,-96.02658944,15STA,EPSG:32615
